transit_timestamp,transit_mode,station_complex_id,station_complex,borough,payment_method,fare_class_category,ridership,transfers,latitude,longitude,Georeference
02/25/2022 02:00:00 PM,subway,247,Bay Pkwy (F),Brooklyn,metrocard,Metrocard - Unlimited 30-Day,3,0,40.62077,-73.975266,POINT (-73.975266 40.62077)
02/25/2022 01:00:00 PM,subway,222,Roosevelt Island (F),Manhattan,metrocard,Metrocard - Unlimited 30-Day,42,0,40.759144,-73.95326,POINT (-73.95326 40.759144)
02/25/2022 07:00:00 PM,subway,414,"Bowling Green (4,5)",Manhattan,metrocard,Metrocard - Full Fare,105,12,40.70482,-74.01407,POINT (-74.01407 40.70482)
02/25/2022 07:00:00 AM,subway,444,Gun Hill Rd (5),Bronx,metrocard,Metrocard - Other,27,1,40.869526,-73.84638,POINT (-73.84638 40.869526)
02/25/2022 06:00:00 PM,subway,617,"Atlantic Av-Barclays Ctr (B,D,N,Q,R,2,3,4,5)",Brooklyn,metrocard,Metrocard - Unlimited 7-Day,242,0,40.68446,-73.97689,POINT (-73.97689 40.68446)
02/25/2022 01:00:00 AM,subway,336,"Hoyt St (2,3)",Brooklyn,metrocard,Metrocard - Unlimited 7-Day,2,0,40.690544,-73.98506,POINT (-73.98506 40.690544)
02/25/2022 03:00:00 PM,subway,601,"14 St (F,M,1,2,3)/6 Av (L)",Manhattan,metrocard,Metrocard - Unlimited 30-Day,247,0,40.738228,-73.99621,POINT (-73.99621 40.738228)
02/25/2022 11:00:00 AM,subway,448,Mets-Willets Point (7),Queens,metrocard,Metrocard - Full Fare,8,0,40.754623,-73.84563,POINT (-73.84563 40.754623)
02/25/2022 09:00:00 PM,subway,14,"23 St (R,W)",Manhattan,metrocard,Metrocard - Other,13,0,40.741302,-73.98934,POINT (-73.98934 40.741302)
02/25/2022 04:00:00 AM,subway,82,"104 St (J,Z)",Queens,metrocard,Metrocard - Unlimited 30-Day,2,0,40.69518,-73.84433,POINT (-73.84433 40.69518)
02/25/2022 06:00:00 AM,subway,310,"96 St (1,2,3)",Manhattan,metrocard,Metrocard - Full Fare,88,1,40.79392,-73.97232,POINT (-73.97232 40.79392)
02/25/2022 11:00:00 AM,subway,316,50 St (1),Manhattan,omny,OMNY - Full Fare,112,1,40.761726,-73.98385,POINT (-73.98385 40.761726)
02/25/2022 02:00:00 PM,subway,157,"96 St (C,B)",Manhattan,metrocard,Metrocard - Unlimited 30-Day,53,0,40.79164,-73.9647,POINT (-73.9647 40.79164)
02/25/2022 04:00:00 PM,subway,187,Shepherd Av (C),Brooklyn,metrocard,Metrocard - Full Fare,24,0,40.67413,-73.88075,POINT (-73.88075 40.67413)
02/25/2022 06:00:00 PM,subway,418,"233 St (2,5)",Bronx,metrocard,Metrocard - Seniors & Disability,1,0,40.893192,-73.857475,POINT (-73.857475 40.893192)
02/25/2022 02:00:00 PM,subway,463,Hunters Point Av (7),Queens,metrocard,Metrocard - Students,5,1,40.742214,-73.94891,POINT (-73.94891 40.742214)
02/25/2022 12:00:00 PM,subway,349,Junius St (3),Brooklyn,metrocard,Metrocard - Unlimited 7-Day,8,0,40.663513,-73.90245,POINT (-73.90245 40.663513)
