line,direction,from_station,to_station,total,early,am_peak,midday,pm_peak,evening,late
Jubilee,NB,Southwark,Waterloo LU,475.0,26.0,88.0,149.0,89.0,74.0,49.0
Jubilee,NB,Waterloo LU,Westminster,475.0,26.0,88.0,148.0,90.0,74.0,49.0
Jubilee,NB,Westminster,Green Park,475.0,25.0,88.0,148.0,90.0,74.0,50.0
Jubilee,NB,Green Park,Bond Street,475.0,24.0,88.0,148.0,90.0,74.0,51.0
Jubilee,NB,Bond Street,Baker Street,475.0,23.0,88.0,148.0,90.0,74.0,52.0
Jubilee,NB,Baker Street,St. John's Wood,475.0,23.0,87.0,148.0,89.0,76.0,52.0
Jubilee,NB,St. John's Wood,Swiss Cottage,475.0,22.0,87.0,148.0,89.0,75.0,54.0
Jubilee,NB,Swiss Cottage,Finchley Road,475.0,21.0,87.0,148.0,89.0,76.0,54.0
Jubilee,NB,Finchley Road,West Hampstead LU,475.0,20.0,87.0,148.0,89.0,76.0,55.0
Jubilee,NB,West Hampstead LU,Kilburn,424.0,20.0,73.0,124.0,78.0,74.0,55.0
Jubilee,NB,Kilburn,Willesden Green,424.0,19.0,74.0,124.0,77.0,74.0,56.0
Jubilee,NB,Willesden Green,Dollis Hill,366.0,16.0,61.0,101.0,64.0,71.0,53.0
Jubilee,NB,Dollis Hill,Neasden,366.0,16.0,60.0,101.0,64.0,71.0,54.0
Jubilee,NB,Neasden,Wembley Park,366.0,15.0,61.0,100.0,65.0,70.0,55.0
Jubilee,NB,Wembley Park,Kingsbury,299.0,18.0,53.0,76.0,54.0,55.0,43.0
Jubilee,NB,Kingsbury,Queensbury,299.0,17.0,53.0,77.0,53.0,56.0,43.0
Jubilee,NB,Queensbury,Canons Park,299.0,17.0,53.0,76.0,53.0,56.0,44.0
Jubilee,NB,Canons Park,Stanmore,299.0,16.0,53.0,76.0,54.0,55.0,45.0
Jubilee,SB,Stanmore,Canons Park,287.0,20.0,53.0,76.0,54.0,54.0,30.0
Jubilee,SB,Canons Park,Queensbury,290.0,22.0,54.0,76.0,53.0,54.0,31.0
Jubilee,SB,Queensbury,Kingsbury,290.0,22.0,53.0,76.0,54.0,53.0,32.0
Jubilee,SB,Kingsbury,Wembley Park,290.0,21.0,53.0,77.0,53.0,53.0,33.0
Jubilee,SB,Wembley Park,Neasden,363.0,27.0,65.0,99.0,66.0,67.0,39.0
Jubilee,SB,Neasden,Dollis Hill,366.0,29.0,65.0,100.0,65.0,67.0,40.0
Jubilee,SB,Dollis Hill,Willesden Green,366.0,28.0,65.0,101.0,64.0,67.0,41.0
Jubilee,SB,Willesden Green,Kilburn,424.0,29.0,77.0,125.0,76.0,71.0,46.0
Jubilee,SB,Kilburn,West Hampstead LU,424.0,28.0,77.0,125.0,76.0,71.0,47.0
Jubilee,SB,West Hampstead LU,Finchley Road,475.0,27.0,89.0,149.0,88.0,75.0,47.0
Jubilee,SB,Finchley Road,Swiss Cottage,475.0,26.0,90.0,149.0,88.0,74.0,48.0
Jubilee,SB,Swiss Cottage,St. John's Wood,475.0,26.0,89.0,149.0,88.0,74.0,49.0
Jubilee,SB,St. John's Wood,Baker Street,475.0,25.0,89.0,149.0,88.0,75.0,49.0
Jubilee,SB,Baker Street,Bond Street,475.0,24.0,89.0,149.0,88.0,75.0,50.0
Jubilee,SB,Bond Street,Green Park,475.0,23.0,89.0,149.0,88.0,75.0,51.0
Jubilee,SB,Green Park,Westminster,475.0,22.0,89.0,150.0,87.0,75.0,52.0
Jubilee,SB,Westminster,Waterloo LU,475.0,21.0,89.0,150.0,86.0,76.0,53.0
Jubilee,SB,Waterloo LU,Southwark,475.0,20.0,89.0,150.0,87.0,76.0,53.0
Jubilee,SB,Southwark,London Bridge LU,475.0,20.0,88.0,151.0,86.0,76.0,54.0
Jubilee,SB,London Bridge LU,Bermondsey,475.0,19.0,88.0,151.0,86.0,76.0,55.0
Jubilee,SB,Bermondsey,Canada Water,475.0,18.0,88.0,151.0,86.0,76.0,56.0
Jubilee,SB,Canada Water,Canary Wharf LU,475.0,17.0,88.0,151.0,86.0,77.0,56.0
Jubilee,SB,Canary Wharf LU,North Greenwich,475.0,16.0,88.0,151.0,85.0,78.0,57.0
Jubilee,SB,North Greenwich,Canning Town,445.0,16.0,80.0,137.0,81.0,72.0,59.0
Jubilee,SB,Canning Town,West Ham,445.0,15.0,80.0,137.0,81.0,72.0,60.0
Jubilee,SB,West Ham,Stratford,421.0,14.0,77.0,130.0,80.0,66.0,54.0
LO Windrush,NB,Clapham Junction,Wandsworth Road,70.0,3.0,12.0,24.0,12.0,12.0,7.0
LO Windrush,NB,Wandsworth Road,Clapham High Street,72.0,4.0,12.0,24.0,12.0,12.0,8.0
LO Windrush,NB,Clapham High Street,Denmark Hill,72.0,4.0,12.0,24.0,12.0,12.0,8.0
LO Windrush,NB,Denmark Hill,Peckham Rye,72.0,4.0,12.0,24.0,12.0,12.0,8.0
LO Windrush,NB,Peckham Rye,Queens Road Peckham,72.0,3.0,12.0,24.0,12.0,12.0,9.0
LO Windrush,NB,Queens Road Peckham,Surrey Quays,72.0,3.0,12.0,24.0,12.0,12.0,9.0
LO Windrush,NB,Crystal Palace,Sydenham,77.0,6.0,12.0,24.0,12.0,12.0,11.0
LO Windrush,NB,West Croydon NR,Norwood Junction,70.0,6.0,12.0,24.0,12.0,12.0,4.0
LO Windrush,NB,Norwood Junction,Anerley,70.0,6.0,12.0,24.0,12.0,12.0,4.0
LO Windrush,NB,Anerley,Penge West,70.0,6.0,12.0,24.0,12.0,12.0,4.0
LO Windrush,NB,Penge West,Sydenham,70.0,6.0,12.0,24.0,12.0,12.0,4.0
LO Windrush,NB,Sydenham,Forest Hill,147.0,12.0,24.0,48.0,24.0,24.0,15.0
LO Windrush,NB,Forest Hill,Honor Oak Park,147.0,11.0,24.0,48.0,24.0,24.0,16.0
LO Windrush,NB,Honor Oak Park,Brockley,147.0,11.0,24.0,48.0,24.0,24.0,16.0
LO Windrush,NB,Brockley,New Cross Gate,147.0,11.0,24.0,48.0,24.0,24.0,16.0
LO Windrush,NB,New Cross Gate,Surrey Quays,147.0,10.0,24.0,48.0,24.0,24.0,17.0
LO Windrush,NB,New Cross,Surrey Quays,72.0,5.0,12.0,24.0,12.0,12.0,7.0
LO Windrush,NB,Surrey Quays,Canada Water,291.0,17.0,48.0,96.0,48.0,48.0,34.0
LO Windrush,NB,Canada Water,Rotherhithe,291.0,16.0,48.0,96.0,48.0,48.0,35.0
LO Windrush,NB,Rotherhithe,Wapping,291.0,16.0,48.0,96.0,48.0,48.0,35.0
LO Windrush,NB,Wapping,Shadwell LO,291.0,16.0,48.0,96.0,48.0,48.0,35.0
LO Windrush,NB,Shadwell LO,Whitechapel,291.0,15.0,48.0,96.0,48.0,48.0,36.0
LO Windrush,NB,Whitechapel,Shoreditch High Street,291.0,14.0,48.0,96.0,48.0,48.0,37.0
LO Windrush,NB,Shoreditch High Street,Hoxton,291.0,14.0,48.0,96.0,48.0,48.0,37.0
LO Windrush,NB,Hoxton,Haggerston,291.0,13.0,48.0,96.0,48.0,48.0,38.0
LO Windrush,NB,Haggerston,Dalston Junction,291.0,12.0,48.0,96.0,48.0,48.0,39.0
LO Windrush,NB,Dalston Junction,Canonbury,147.0,7.0,24.0,48.0,24.0,24.0,20.0
LO Windrush,NB,Canonbury,Highbury & Islington,147.0,7.0,24.0,48.0,24.0,24.0,20.0
LO Windrush,SB,Highbury & Islington,Canonbury,149.0,12.0,24.0,48.0,24.0,24.0,17.0
LO Windrush,SB,Canonbury,Dalston Junction,149.0,12.0,24.0,48.0,24.0,24.0,17.0
LO Windrush,SB,Dalston Junction,Haggerston,293.0,20.0,48.0,96.0,48.0,48.0,33.0
LO Windrush,SB,Haggerston,Hoxton,293.0,19.0,48.0,96.0,48.0,48.0,34.0
LO Windrush,SB,Hoxton,Shoreditch High Street,293.0,19.0,48.0,96.0,48.0,48.0,34.0
LO Windrush,SB,Shoreditch High Street,Whitechapel,293.0,19.0,48.0,96.0,48.0,48.0,34.0
LO Windrush,SB,Whitechapel,Shadwell LO,293.0,18.0,48.0,96.0,48.0,48.0,35.0
LO Windrush,SB,Shadwell LO,Wapping,293.0,17.0,48.0,96.0,48.0,48.0,36.0
LO Windrush,SB,Wapping,Rotherhithe,293.0,17.0,48.0,96.0,48.0,48.0,36.0
LO Windrush,SB,Rotherhithe,Canada Water,293.0,16.0,48.0,96.0,48.0,48.0,37.0
LO Windrush,SB,Canada Water,Surrey Quays,293.0,16.0,48.0,96.0,48.0,48.0,37.0
LO Windrush,SB,Surrey Quays,New Cross,72.0,3.0,12.0,24.0,12.0,12.0,9.0
LO Windrush,SB,Surrey Quays,New Cross Gate,148.0,9.0,24.0,48.0,24.0,24.0,19.0
LO Windrush,SB,New Cross Gate,Brockley,148.0,10.0,24.0,48.0,24.0,24.0,18.0
LO Windrush,SB,Brockley,Honor Oak Park,148.0,10.0,24.0,48.0,24.0,24.0,18.0
LO Windrush,SB,Honor Oak Park,Forest Hill,148.0,10.0,24.0,48.0,24.0,24.0,18.0
LO Windrush,SB,Forest Hill,Sydenham,148.0,9.0,24.0,48.0,24.0,24.0,19.0
LO Windrush,SB,Sydenham,Penge West,74.0,5.0,12.0,24.0,12.0,12.0,9.0
LO Windrush,SB,Penge West,Anerley,74.0,5.0,12.0,24.0,12.0,12.0,9.0
LO Windrush,SB,Anerley,Norwood Junction,74.0,4.0,12.0,24.0,12.0,12.0,10.0
LO Windrush,SB,Norwood Junction,West Croydon NR,74.0,4.0,12.0,24.0,12.0,12.0,10.0
LO Windrush,SB,Sydenham,Crystal Palace,74.0,4.0,12.0,24.0,12.0,12.0,10.0
LO Windrush,SB,Surrey Quays,Queens Road Peckham,73.0,3.0,12.0,24.0,12.0,12.0,10.0
LO Windrush,SB,Queens Road Peckham,Peckham Rye,73.0,3.0,12.0,24.0,12.0,12.0,10.0
LO Windrush,SB,Peckham Rye,Denmark Hill,73.0,2.0,12.0,24.0,12.0,12.0,11.0
LO Windrush,SB,Denmark Hill,Clapham High Street,73.0,2.0,12.0,24.0,12.0,12.0,11.0
LO Windrush,SB,Clapham High Street,Wandsworth Road,73.0,2.0,12.0,24.0,12.0,12.0,11.0
LO Windrush,SB,Wandsworth Road,Clapham Junction,72.0,2.0,12.0,24.0,12.0,12.0,10.0
LO Suffragette,EB,Gospel Oak,Upper Holloway,69.0,4.0,12.0,24.0,12.0,12.0,5.0
LO Suffragette,EB,Upper Holloway,Crouch Hill,69.0,4.0,12.0,24.0,12.0,12.0,5.0
LO Suffragette,EB,Crouch Hill,Harringay Green Lanes,69.0,3.0,13.0,24.0,11.0,13.0,5.0
LO Suffragette,EB,Harringay Green Lanes,South Tottenham,69.0,3.0,12.0,24.0,12.0,12.0,6.0
LO Suffragette,EB,South Tottenham,Blackhorse Road,69.0,3.0,12.0,24.0,12.0,12.0,6.0
LO Suffragette,EB,Blackhorse Road,Walthamstow Queen's Road,69.0,3.0,12.0,24.0,12.0,12.0,6.0
LO Suffragette,EB,Walthamstow Queen's Road,Leyton Midland Road,69.0,3.0,12.0,24.0,12.0,12.0,6.0
LO Suffragette,EB,Leyton Midland Road,Leytonstone High Road,69.0,2.0,12.0,24.0,12.0,12.0,7.0
LO Suffragette,EB,Leytonstone High Road,Wanstead Park,69.0,2.0,12.0,24.0,12.0,12.0,7.0
LO Suffragette,EB,Wanstead Park,Woodgrange Park,69.0,2.0,12.0,24.0,12.0,12.0,7.0
LO Suffragette,EB,Woodgrange Park,Barking,69.0,2.0,12.0,24.0,12.0,12.0,7.0
LO Suffragette,EB,Barking,Barking Riverside,69.0,2.0,12.0,24.0,12.0,12.0,7.0
LO Suffragette,WB,Barking Riverside,Barking,71.0,5.0,12.0,24.0,12.0,12.0,6.0
LO Suffragette,WB,Barking,Woodgrange Park,72.0,6.0,12.0,24.0,12.0,12.0,6.0
LO Suffragette,WB,Woodgrange Park,Wanstead Park,72.0,6.0,12.0,24.0,12.0,12.0,6.0
LO Suffragette,WB,Wanstead Park,Leytonstone High Road,72.0,5.0,12.0,24.0,12.0,13.0,6.0
LO Suffragette,WB,Leytonstone High Road,Leyton Midland Road,72.0,5.0,12.0,24.0,12.0,12.0,7.0
LO Suffragette,WB,Leyton Midland Road,Walthamstow Queen's Road,72.0,5.0,12.0,24.0,12.0,12.0,7.0
LO Suffragette,WB,Walthamstow Queen's Road,Blackhorse Road,72.0,5.0,12.0,24.0,12.0,12.0,7.0
LO Suffragette,WB,Blackhorse Road,South Tottenham,72.0,5.0,12.0,24.0,12.0,12.0,7.0
LO Suffragette,WB,South Tottenham,Harringay Green Lanes,72.0,5.0,12.0,24.0,11.0,13.0,7.0
LO Suffragette,WB,Harringay Green Lanes,Crouch Hill,72.0,4.0,12.0,24.0,12.0,12.0,8.0
LO Suffragette,WB,Crouch Hill,Upper Holloway,72.0,4.0,12.0,24.0,12.0,12.0,8.0
LO Suffragette,WB,Upper Holloway,Gospel Oak,72.0,4.0,12.0,24.0,12.0,12.0,8.0
LO Mildmay,EB,Clapham Junction,Imperial Wharf,81.0,6.0,15.0,24.0,16.0,12.0,8.0
LO Mildmay,EB,Imperial Wharf,West Brompton,81.0,5.0,15.0,25.0,15.0,13.0,8.0
LO Mildmay,EB,West Brompton,Kensington (Olympia),81.0,5.0,15.0,25.0,15.0,13.0,8.0
LO Mildmay,EB,Kensington (Olympia),Shepherd's Bush NR,81.0,5.0,15.0,25.0,15.0,13.0,8.0
LO Mildmay,EB,Shepherd's Bush NR,Willesden Junction,81.0,4.0,15.0,26.0,15.0,12.0,9.0
LO Mildmay,EB,Richmond,Kew Gardens,80.0,6.0,14.0,26.0,15.0,12.0,7.0
LO Mildmay,EB,Kew Gardens,Gunnersbury,80.0,5.0,15.0,26.0,14.0,13.0,7.0
LO Mildmay,EB,Gunnersbury,South Acton,80.0,5.0,15.0,25.0,15.0,13.0,7.0
LO Mildmay,EB,South Acton,Acton Central,80.0,5.0,15.0,25.0,15.0,13.0,7.0
LO Mildmay,EB,Acton Central,Willesden Junction,80.0,5.0,15.0,25.0,15.0,13.0,7.0
LO Mildmay,EB,Willesden Junction,Kensal Rise,156.0,9.0,30.0,50.0,30.0,26.0,11.0
LO Mildmay,EB,Kensal Rise,Brondesbury Park,156.0,9.0,30.0,50.0,30.0,26.0,11.0
LO Mildmay,EB,Brondesbury Park,Brondesbury,156.0,9.0,29.0,51.0,30.0,25.0,12.0
LO Mildmay,EB,Brondesbury,West Hampstead LO,156.0,8.0,30.0,50.0,30.0,26.0,12.0
LO Mildmay,EB,West Hampstead LO,Finchley Road & Frognal,156.0,8.0,29.0,51.0,30.0,25.0,13.0
LO Mildmay,EB,Finchley Road & Frognal,Hampstead Heath,156.0,8.0,29.0,51.0,30.0,25.0,13.0
LO Mildmay,EB,Hampstead Heath,Gospel Oak,156.0,7.0,30.0,50.0,30.0,26.0,13.0
LO Mildmay,EB,Gospel Oak,Kentish Town West,156.0,7.0,29.0,50.0,30.0,27.0,13.0
LO Mildmay,EB,Kentish Town West,Camden Road,156.0,6.0,30.0,50.0,30.0,26.0,14.0
LO Mildmay,EB,Camden Road,Caledonian Road & Barnsbury,157.0,6.0,31.0,50.0,29.0,27.0,14.0
LO Mildmay,EB,Caledonian Road & Barnsbury,Highbury & Islington,157.0,6.0,30.0,50.0,30.0,26.0,15.0
LO Mildmay,EB,Highbury & Islington,Canonbury,157.0,6.0,29.0,51.0,30.0,26.0,15.0
LO Mildmay,EB,Canonbury,Dalston Kingsland,157.0,6.0,29.0,50.0,31.0,26.0,15.0
LO Mildmay,EB,Dalston Kingsland,Hackney Central,157.0,5.0,30.0,50.0,30.0,27.0,15.0
LO Mildmay,EB,Hackney Central,Homerton,157.0,5.0,30.0,50.0,30.0,26.0,16.0
LO Mildmay,EB,Homerton,Hackney Wick,157.0,4.0,30.0,50.0,30.0,27.0,16.0
LO Mildmay,EB,Hackney Wick,Stratford,157.0,4.0,29.0,51.0,30.0,27.0,16.0
LO Mildmay,WB,Stratford,Hackney Wick,162.0,13.0,30.0,49.0,30.0,28.0,12.0
LO Mildmay,WB,Hackney Wick,Homerton,162.0,12.0,30.0,50.0,30.0,27.0,13.0
LO Mildmay,WB,Homerton,Hackney Central,162.0,11.0,31.0,50.0,30.0,27.0,13.0
LO Mildmay,WB,Hackney Central,Dalston Kingsland,162.0,11.0,30.0,50.0,30.0,28.0,13.0
LO Mildmay,WB,Dalston Kingsland,Canonbury,162.0,11.0,30.0,50.0,30.0,28.0,13.0
LO Mildmay,WB,Canonbury,Highbury & Islington,162.0,11.0,30.0,49.0,31.0,27.0,14.0
LO Mildmay,WB,Highbury & Islington,Caledonian Road & Barnsbury,162.0,10.0,30.0,50.0,30.0,28.0,14.0
LO Mildmay,WB,Caledonian Road & Barnsbury,Camden Road,162.0,10.0,30.0,49.0,31.0,27.0,15.0
LO Mildmay,WB,Camden Road,Kentish Town West,161.0,9.0,30.0,50.0,30.0,27.0,15.0
LO Mildmay,WB,Kentish Town West,Gospel Oak,161.0,9.0,29.0,50.0,30.0,28.0,15.0
LO Mildmay,WB,Gospel Oak,Hampstead Heath,161.0,8.0,30.0,50.0,30.0,27.0,16.0
LO Mildmay,WB,Hampstead Heath,Finchley Road & Frognal,161.0,8.0,29.0,51.0,30.0,27.0,16.0
LO Mildmay,WB,Finchley Road & Frognal,West Hampstead LO,161.0,8.0,29.0,51.0,29.0,28.0,16.0
LO Mildmay,WB,West Hampstead LO,Brondesbury,161.0,7.0,30.0,50.0,30.0,27.0,17.0
LO Mildmay,WB,Brondesbury,Brondesbury Park,161.0,7.0,29.0,51.0,29.0,28.0,17.0
LO Mildmay,WB,Brondesbury Park,Kensal Rise,161.0,6.0,30.0,50.0,30.0,28.0,17.0
LO Mildmay,WB,Kensal Rise,Willesden Junction,161.0,6.0,30.0,50.0,30.0,28.0,17.0
LO Mildmay,WB,Willesden Junction,Acton Central,82.0,6.0,15.0,24.0,15.0,14.0,8.0
LO Mildmay,WB,Acton Central,South Acton,82.0,5.0,15.0,25.0,15.0,13.0,9.0
LO Mildmay,WB,South Acton,Gunnersbury,82.0,5.0,15.0,25.0,15.0,13.0,9.0
LO Mildmay,WB,Gunnersbury,Kew Gardens,82.0,4.0,15.0,26.0,14.0,14.0,9.0
LO Mildmay,WB,Kew Gardens,Richmond,82.0,4.0,15.0,26.0,14.0,14.0,9.0
LO Mildmay,WB,Willesden Junction,Shepherd's Bush NR,84.0,6.0,15.0,25.0,15.0,14.0,9.0
LO Mildmay,WB,Shepherd's Bush NR,Kensington (Olympia),84.0,5.0,15.0,26.0,14.0,15.0,9.0
LO Mildmay,WB,Kensington (Olympia),West Brompton,84.0,5.0,15.0,25.0,15.0,15.0,9.0
LO Mildmay,WB,West Brompton,Imperial Wharf,84.0,5.0,15.0,25.0,15.0,15.0,9.0
LO Mildmay,WB,Imperial Wharf,Clapham Junction,84.0,5.0,15.0,25.0,15.0,14.0,10.0
LO Liberty,EB,Romford,Emerson Park,32.0,2.0,6.0,12.0,6.0,6.0,0.0
LO Liberty,EB,Emerson Park,Upminster,32.0,2.0,6.0,12.0,6.0,6.0,0.0
LO Liberty,WB,Emerson Park,Romford,32.0,2.0,6.0,12.0,6.0,6.0,0.0
LO Liberty,WB,Upminster,Emerson Park,32.0,2.0,6.0,12.0,6.0,6.0,0.0
LO Lioness,NB,Euston NR,South Hampstead,74.0,6.0,11.0,25.0,11.0,12.0,9.0
LO Lioness,NB,South Hampstead,Kilburn High Road,74.0,5.0,12.0,24.0,12.0,12.0,9.0
LO Lioness,NB,Kilburn High Road,Queen's Park,74.0,5.0,12.0,24.0,12.0,12.0,9.0
LO Lioness,NB,Queen's Park,Kensal Green,74.0,5.0,12.0,24.0,12.0,12.0,9.0
LO Lioness,NB,Kensal Green,Willesden Junction,74.0,5.0,12.0,24.0,12.0,12.0,9.0
LO Lioness,NB,Willesden Junction,Harlesden,74.0,5.0,12.0,24.0,12.0,12.0,9.0
LO Lioness,NB,Harlesden,Stonebridge Park,74.0,4.0,12.0,24.0,12.0,12.0,10.0
LO Lioness,NB,Stonebridge Park,Wembley Central,74.0,4.0,12.0,24.0,12.0,12.0,10.0
LO Lioness,NB,Wembley Central,North Wembley,74.0,4.0,12.0,24.0,12.0,12.0,10.0
LO Lioness,NB,North Wembley,South Kenton,74.0,4.0,12.0,24.0,12.0,12.0,10.0
LO Lioness,NB,South Kenton,Kenton,74.0,4.0,12.0,24.0,12.0,12.0,10.0
LO Lioness,NB,Kenton,Harrow & Wealdstone,74.0,4.0,12.0,24.0,12.0,12.0,10.0
LO Lioness,NB,Harrow & Wealdstone,Headstone Lane,74.0,4.0,11.0,24.0,13.0,11.0,11.0
LO Lioness,NB,Headstone Lane,Hatch End,74.0,3.0,12.0,24.0,12.0,12.0,11.0
LO Lioness,NB,Hatch End,Carpenders Park,74.0,3.0,12.0,24.0,12.0,12.0,11.0
LO Lioness,NB,Carpenders Park,Bushey,74.0,3.0,12.0,24.0,12.0,12.0,11.0
LO Lioness,NB,Bushey,Watford High Street,74.0,3.0,12.0,24.0,12.0,12.0,11.0
LO Lioness,NB,Watford High Street,Watford Junction,74.0,3.0,12.0,24.0,12.0,12.0,11.0
LO Lioness,SB,Watford Junction,Watford High Street,74.0,7.0,12.0,24.0,12.0,12.0,7.0
LO Lioness,SB,Watford High Street,Bushey,74.0,7.0,12.0,24.0,12.0,12.0,7.0
LO Lioness,SB,Bushey,Carpenders Park,74.0,7.0,12.0,24.0,12.0,12.0,7.0
LO Lioness,SB,Carpenders Park,Hatch End,74.0,7.0,12.0,24.0,12.0,12.0,7.0
LO Lioness,SB,Hatch End,Headstone Lane,74.0,7.0,12.0,24.0,12.0,12.0,7.0
LO Lioness,SB,Headstone Lane,Harrow & Wealdstone,74.0,7.0,12.0,24.0,11.0,13.0,7.0
LO Lioness,SB,Harrow & Wealdstone,Kenton,74.0,6.0,12.0,24.0,12.0,12.0,8.0
LO Lioness,SB,Kenton,South Kenton,74.0,6.0,12.0,24.0,12.0,12.0,8.0
LO Lioness,SB,South Kenton,North Wembley,74.0,6.0,12.0,24.0,12.0,12.0,8.0
LO Lioness,SB,North Wembley,Wembley Central,74.0,6.0,12.0,24.0,12.0,12.0,8.0
LO Lioness,SB,Wembley Central,Stonebridge Park,74.0,6.0,12.0,24.0,12.0,12.0,8.0
LO Lioness,SB,Stonebridge Park,Harlesden,74.0,6.0,12.0,24.0,12.0,12.0,8.0
LO Lioness,SB,Harlesden,Willesden Junction,74.0,5.0,12.0,24.0,12.0,12.0,9.0
LO Lioness,SB,Willesden Junction,Kensal Green,74.0,5.0,12.0,24.0,12.0,12.0,9.0
LO Lioness,SB,Kensal Green,Queen's Park,74.0,5.0,12.0,24.0,12.0,12.0,9.0
LO Lioness,SB,Queen's Park,Kilburn High Road,74.0,5.0,12.0,24.0,12.0,12.0,9.0
LO Lioness,SB,Kilburn High Road,South Hampstead,74.0,5.0,12.0,24.0,12.0,12.0,9.0
LO Lioness,SB,South Hampstead,Euston NR,74.0,5.0,12.0,24.0,11.0,13.0,9.0
LO Weaver,NB,Liverpool Street NR (Chingford),Bethnal Green LO,76.0,3.0,12.0,24.0,12.0,12.0,13.0
LO Weaver,NB,Liverpool Street NR,Bethnal Green LO,86.0,7.0,16.0,24.0,17.0,13.0,9.0
LO Weaver,NB,Bethnal Green LO,Cambridge Heath,162.0,10.0,28.0,48.0,29.0,25.0,22.0
LO Weaver,NB,Bethnal Green LO,Hackney Downs (Chingford Branch),0.0,0.0,0.0,0.0,0.0,0.0,0.0
LO Weaver,NB,Cambridge Heath,London Fields,162.0,10.0,28.0,48.0,29.0,25.0,22.0
LO Weaver,NB,London Fields,Hackney Downs (Enfield / Chesthunt),86.0,7.0,16.0,24.0,17.0,13.0,9.0
LO Weaver,NB,London Fields,Hackney Downs (Chingford Branch),76.0,3.0,12.0,24.0,12.0,12.0,13.0
LO Weaver,NB,Hackney Downs,Clapton,76.0,3.0,12.0,24.0,12.0,12.0,13.0
LO Weaver,NB,Clapton,St James Street,76.0,3.0,12.0,24.0,12.0,12.0,13.0
LO Weaver,NB,St James Street,Walthamstow Central,76.0,2.0,12.0,24.0,12.0,12.0,14.0
LO Weaver,NB,Walthamstow Central,Wood Street,76.0,2.0,12.0,24.0,12.0,12.0,14.0
LO Weaver,NB,Wood Street,Highams Park,76.0,2.0,12.0,24.0,12.0,12.0,14.0
LO Weaver,NB,Highams Park,Chingford,76.0,2.0,12.0,24.0,12.0,12.0,14.0
LO Weaver,NB,Hackney Downs,Rectory Road,86.0,6.0,17.0,24.0,17.0,13.0,9.0
LO Weaver,NB,Rectory Road,Stoke Newington,86.0,6.0,17.0,24.0,17.0,13.0,9.0
LO Weaver,NB,Stoke Newington,Stamford Hill,86.0,6.0,17.0,24.0,17.0,13.0,9.0
LO Weaver,NB,Stamford Hill,Seven Sisters,86.0,5.0,17.0,24.0,17.0,13.0,10.0
LO Weaver,NB,Seven Sisters,Bruce Grove,86.0,5.0,17.0,24.0,17.0,13.0,10.0
LO Weaver,NB,Bruce Grove,White Hart Lane,86.0,5.0,17.0,24.0,17.0,13.0,10.0
LO Weaver,NB,White Hart Lane,Silver Street,86.0,5.0,17.0,24.0,17.0,13.0,10.0
LO Weaver,NB,Silver Street,Edmonton Green,86.0,4.0,18.0,24.0,17.0,13.0,10.0
LO Weaver,NB,Edmonton Green,Bush Hill Park,48.0,2.0,11.0,12.0,11.0,7.0,5.0
LO Weaver,NB,Bush Hill Park,Enfield Town,48.0,2.0,10.0,13.0,11.0,7.0,5.0
LO Weaver,NB,Edmonton Green,Southbury,38.0,2.0,7.0,12.0,6.0,6.0,5.0
LO Weaver,NB,Southbury,Turkey Street,38.0,2.0,7.0,12.0,6.0,6.0,5.0
LO Weaver,NB,Turkey Street,Theobalds Grove,38.0,2.0,7.0,12.0,6.0,6.0,5.0
LO Weaver,NB,Theobalds Grove,Cheshunt,38.0,2.0,7.0,12.0,6.0,6.0,5.0
LO Weaver,SB,Cheshunt,Theobalds Grove,38.0,4.0,6.0,12.0,6.0,6.0,4.0
LO Weaver,SB,Theobalds Grove,Turkey Street,38.0,4.0,6.0,12.0,6.0,6.0,4.0
LO Weaver,SB,Turkey Street,Southbury,38.0,4.0,6.0,12.0,6.0,6.0,4.0
LO Weaver,SB,Southbury,Edmonton Green,38.0,3.0,7.0,12.0,6.0,6.0,4.0
LO Weaver,SB,Enfield Town,Bush Hill Park,47.0,4.0,11.0,12.0,10.0,7.0,3.0
LO Weaver,SB,Bush Hill Park,Edmonton Green,47.0,4.0,11.0,12.0,10.0,7.0,3.0
LO Weaver,SB,Edmonton Green,Silver Street,85.0,6.0,19.0,24.0,16.0,13.0,7.0
LO Weaver,SB,Silver Street,White Hart Lane,85.0,6.0,18.0,24.0,17.0,12.0,8.0
LO Weaver,SB,White Hart Lane,Bruce Grove,85.0,6.0,18.0,24.0,16.0,13.0,8.0
LO Weaver,SB,Bruce Grove,Seven Sisters,85.0,6.0,18.0,24.0,16.0,13.0,8.0
LO Weaver,SB,Seven Sisters,Stamford Hill,85.0,6.0,18.0,24.0,16.0,13.0,8.0
LO Weaver,SB,Stamford Hill,Stoke Newington,85.0,6.0,18.0,24.0,16.0,13.0,8.0
LO Weaver,SB,Stoke Newington,Rectory Road,85.0,6.0,18.0,24.0,15.0,14.0,8.0
LO Weaver,SB,Rectory Road,Hackney Downs,85.0,5.0,19.0,24.0,15.0,14.0,8.0
LO Weaver,SB,Chingford,Highams Park,74.0,8.0,12.0,24.0,12.0,12.0,6.0
LO Weaver,SB,Highams Park,Wood Street,74.0,7.0,13.0,24.0,12.0,12.0,6.0
LO Weaver,SB,Wood Street,Walthamstow Central,74.0,7.0,12.0,24.0,12.0,12.0,7.0
