paese,serie,anno,v
DEU,quota_salari,2026,60.306
DEU,quota_salari,2027,60.132
GRC,quota_salari,1960,75.58
GRC,quota_salari,1961,69.377
GRC,quota_salari,1962,69.715
GRC,quota_salari,1963,65.463
GRC,quota_salari,1964,64.71
GRC,quota_salari,1965,62.536
GRC,quota_salari,1966,62.511
GRC,quota_salari,1967,62.643
GRC,quota_salari,1968,62.47
GRC,quota_salari,1969,59.299
GRC,quota_salari,1970,57.001
GRC,quota_salari,1971,55.62
GRC,quota_salari,1972,54.374
GRC,quota_salari,1973,49.268
GRC,quota_salari,1974,51.21
GRC,quota_salari,1975,51.253
GRC,quota_salari,1976,51.371
GRC,quota_salari,1977,53.938
GRC,quota_salari,1978,54.635
GRC,quota_salari,1979,54.348
GRC,quota_salari,1980,53.104
GRC,quota_salari,1981,56.609
GRC,quota_salari,1982,56.756
GRC,quota_salari,1983,58.118
GRC,quota_salari,1984,56.337
GRC,quota_salari,1985,57.279
GRC,quota_salari,1986,53.887
GRC,quota_salari,1987,53.182
GRC,quota_salari,1988,53.345
GRC,quota_salari,1989,55.485
GRC,quota_salari,1990,54.932
GRC,quota_salari,1991,50.403
GRC,quota_salari,1992,49.328
GRC,quota_salari,1993,48.504
GRC,quota_salari,1994,48.335
GRC,quota_salari,1995,49.17
GRC,quota_salari,1996,48.898
GRC,quota_salari,1997,50.143
GRC,quota_salari,1998,50.896
GRC,quota_salari,1999,51.028
GRC,quota_salari,2000,50.832
GRC,quota_salari,2001,49.701
GRC,quota_salari,2002,52.041
GRC,quota_salari,2003,51.83
GRC,quota_salari,2004,51.024
GRC,quota_salari,2005,53.703
GRC,quota_salari,2006,51.881
GRC,quota_salari,2007,51.571
GRC,quota_salari,2008,51.852
GRC,quota_salari,2009,54.099
GRC,quota_salari,2010,54.355
GRC,quota_salari,2011,55.232
GRC,quota_salari,2012,55.831
GRC,quota_salari,2013,53.136
GRC,quota_salari,2014,53.231
GRC,quota_salari,2015,51.54
GRC,quota_salari,2016,51.607
GRC,quota_salari,2017,51.008
GRC,quota_salari,2018,50.592
GRC,quota_salari,2019,50.32
GRC,quota_salari,2020,53.943
GRC,quota_salari,2021,52.29
GRC,quota_salari,2022,49.233
GRC,quota_salari,2023,47.79
GRC,quota_salari,2024,48.421
GRC,quota_salari,2025,48.177
GRC,quota_salari,2026,48.054
GRC,quota_salari,2027,48.131
ESP,quota_salari,1960,61.304
ESP,quota_salari,1961,60.898
ESP,quota_salari,1962,61.219
ESP,quota_salari,1963,63.161
ESP,quota_salari,1964,63.91
ESP,quota_salari,1965,64.006
ESP,quota_salari,1966,65.449
ESP,quota_salari,1967,66.82
ESP,quota_salari,1968,64.944
ESP,quota_salari,1969,63.945
ESP,quota_salari,1970,63.752
ESP,quota_salari,1971,64.512
ESP,quota_salari,1972,64.918
ESP,quota_salari,1973,64.993
ESP,quota_salari,1974,64.815
ESP,quota_salari,1975,66.515
ESP,quota_salari,1976,67.466
ESP,quota_salari,1977,66.93
ESP,quota_salari,1978,67.05
ESP,quota_salari,1979,67.045
ESP,quota_salari,1980,66.344
ESP,quota_salari,1981,66.608
ESP,quota_salari,1982,65.299
ESP,quota_salari,1983,65.044
ESP,quota_salari,1984,62.141
ESP,quota_salari,1985,60.398
ESP,quota_salari,1986,59.112
ESP,quota_salari,1987,59.292
ESP,quota_salari,1988,59.233
ESP,quota_salari,1989,58.801
ESP,quota_salari,1990,60.324
ESP,quota_salari,1991,61.243
ESP,quota_salari,1992,62.356
ESP,quota_salari,1993,62.858
ESP,quota_salari,1994,60.986
ESP,quota_salari,1995,59.772
ESP,quota_salari,1996,59.292
ESP,quota_salari,1997,59.541
ESP,quota_salari,1998,59.458
ESP,quota_salari,1999,59.108
ESP,quota_salari,2000,58.828
ESP,quota_salari,2001,57.723
ESP,quota_salari,2002,57.263
ESP,quota_salari,2003,56.324
ESP,quota_salari,2004,56.013
ESP,quota_salari,2005,55.468
ESP,quota_salari,2006,55.212
ESP,quota_salari,2007,55.305
ESP,quota_salari,2008,57.277
ESP,quota_salari,2009,57.865
ESP,quota_salari,2010,57.295
ESP,quota_salari,2011,56.355
ESP,quota_salari,2012,55.006
ESP,quota_salari,2013,54.261
ESP,quota_salari,2014,54.235
ESP,quota_salari,2015,53.96
ESP,quota_salari,2016,53.326
ESP,quota_salari,2017,52.913
ESP,quota_salari,2018,53.076
ESP,quota_salari,2019,54.484
ESP,quota_salari,2020,58.268
ESP,quota_salari,2021,57.251
ESP,quota_salari,2022,55.843
ESP,quota_salari,2023,55.642
ESP,quota_salari,2024,55.909
ESP,quota_salari,2025,56.622
ESP,quota_salari,2026,56.955
ESP,quota_salari,2027,56.87
FRA,quota_salari,1960,61.923
FRA,quota_salari,1961,63.253
FRA,quota_salari,1962,63.237
FRA,quota_salari,1963,63.877
FRA,quota_salari,1964,63.506
FRA,quota_salari,1965,63.02
FRA,quota_salari,1966,62.176
FRA,quota_salari,1967,61.773
FRA,quota_salari,1968,63.278
FRA,quota_salari,1969,62.127
FRA,quota_salari,1970,62.329
FRA,quota_salari,1971,62.495
FRA,quota_salari,1972,62.021
FRA,quota_salari,1973,61.675
FRA,quota_salari,1974,62.789
FRA,quota_salari,1975,65.542
FRA,quota_salari,1976,65.599
FRA,quota_salari,1977,65.971
FRA,quota_salari,1978,65.516
FRA,quota_salari,1979,64.935
FRA,quota_salari,1980,65.586
FRA,quota_salari,1981,65.83
FRA,quota_salari,1982,65.479
FRA,quota_salari,1983,64.69
FRA,quota_salari,1984,63.731
FRA,quota_salari,1985,62.813
FRA,quota_salari,1986,61.168
FRA,quota_salari,1987,60.574
FRA,quota_salari,1988,59.019
FRA,quota_salari,1989,57.995
FRA,quota_salari,1990,58.348
FRA,quota_salari,1991,58.411
FRA,quota_salari,1992,58.224
FRA,quota_salari,1993,58.279
FRA,quota_salari,1994,57.254
FRA,quota_salari,1995,57.066
FRA,quota_salari,1996,56.878
FRA,quota_salari,1997,56.251
FRA,quota_salari,1998,55.642
FRA,quota_salari,1999,55.992
FRA,quota_salari,2000,55.784
FRA,quota_salari,2001,55.944
FRA,quota_salari,2002,56.416
FRA,quota_salari,2003,56.503
FRA,quota_salari,2004,55.968
FRA,quota_salari,2005,55.927
FRA,quota_salari,2006,55.646
FRA,quota_salari,2007,55.077
FRA,quota_salari,2008,55.278
FRA,quota_salari,2009,57.073
FRA,quota_salari,2010,56.933
FRA,quota_salari,2011,56.976
FRA,quota_salari,2012,57.734
FRA,quota_salari,2013,58.096
FRA,quota_salari,2014,58.261
FRA,quota_salari,2015,57.807
FRA,quota_salari,2016,58.064
FRA,quota_salari,2017,58.335
FRA,quota_salari,2018,58.191
FRA,quota_salari,2019,56.989
FRA,quota_salari,2020,57.656
FRA,quota_salari,2021,57.405
FRA,quota_salari,2022,58.243
FRA,quota_salari,2023,57.582
FRA,quota_salari,2024,57.93
FRA,quota_salari,2025,58.067
FRA,quota_salari,2026,57.855
FRA,quota_salari,2027,57.777
ITA,quota_salari,1960,68.23
ITA,quota_salari,1961,65.572
ITA,quota_salari,1962,65.308
ITA,quota_salari,1963,66.773
ITA,quota_salari,1964,67.268
ITA,quota_salari,1965,66.17
ITA,quota_salari,1966,64.343
ITA,quota_salari,1967,63.515
ITA,quota_salari,1968,62.737
ITA,quota_salari,1969,61.299
ITA,quota_salari,1970,62.688
ITA,quota_salari,1971,65.222
ITA,quota_salari,1972,65.067
ITA,quota_salari,1973,64.681
ITA,quota_salari,1974,63.926
ITA,quota_salari,1975,67.19
ITA,quota_salari,1976,65.714
ITA,quota_salari,1977,65.779
ITA,quota_salari,1978,65.212
ITA,quota_salari,1979,64.653
ITA,quota_salari,1980,64.032
ITA,quota_salari,1981,65.195
ITA,quota_salari,1982,64.4
ITA,quota_salari,1983,64.159
ITA,quota_salari,1984,62.682
ITA,quota_salari,1985,61.944
ITA,quota_salari,1986,60.52
ITA,quota_salari,1987,59.801
ITA,quota_salari,1988,58.825
ITA,quota_salari,1989,58.48
ITA,quota_salari,1990,59.0
ITA,quota_salari,1991,59.183
ITA,quota_salari,1992,58.791
ITA,quota_salari,1993,57.686
ITA,quota_salari,1994,55.759
ITA,quota_salari,1995,53.79
ITA,quota_salari,1996,54.386
ITA,quota_salari,1997,54.503
ITA,quota_salari,1998,52.156
ITA,quota_salari,1999,52.185
ITA,quota_salari,2000,51.424
ITA,quota_salari,2001,51.395
ITA,quota_salari,2002,51.611
ITA,quota_salari,2003,52.184
ITA,quota_salari,2004,52.122
ITA,quota_salari,2005,52.243
ITA,quota_salari,2006,52.336
ITA,quota_salari,2007,52.108
ITA,quota_salari,2008,52.963
ITA,quota_salari,2009,54.305
ITA,quota_salari,2010,54.098
ITA,quota_salari,2011,53.489
ITA,quota_salari,2012,53.458
ITA,quota_salari,2013,53.298
ITA,quota_salari,2014,52.958
ITA,quota_salari,2015,52.98
ITA,quota_salari,2016,52.577
ITA,quota_salari,2017,52.248
ITA,quota_salari,2018,52.631
ITA,quota_salari,2019,52.855
ITA,quota_salari,2020,53.678
ITA,quota_salari,2021,52.457
ITA,quota_salari,2022,51.138
ITA,quota_salari,2023,49.957
ITA,quota_salari,2024,51.131
ITA,quota_salari,2025,51.904
ITA,quota_salari,2026,52.129
ITA,quota_salari,2027,52.277
NLD,quota_salari,1960,58.131
NLD,quota_salari,1961,60.015
NLD,quota_salari,1962,60.743
NLD,quota_salari,1963,62.068
NLD,quota_salari,1964,62.542
NLD,quota_salari,1965,63.074
NLD,quota_salari,1966,64.841
NLD,quota_salari,1967,64.365
NLD,quota_salari,1968,63.639
NLD,quota_salari,1969,64.659
NLD,quota_salari,1970,65.813
NLD,quota_salari,1971,66.579
NLD,quota_salari,1972,66.729
NLD,quota_salari,1973,67.506
NLD,quota_salari,1974,67.124
NLD,quota_salari,1975,70.244
NLD,quota_salari,1976,68.433
NLD,quota_salari,1977,69.022
NLD,quota_salari,1978,69.061
NLD,quota_salari,1979,69.509
NLD,quota_salari,1980,68.688
NLD,quota_salari,1981,66.74
NLD,quota_salari,1982,66.822
NLD,quota_salari,1983,65.64
NLD,quota_salari,1984,62.598
NLD,quota_salari,1985,62.777
NLD,quota_salari,1986,63.544
NLD,quota_salari,1987,65.152
NLD,quota_salari,1988,64.077
NLD,quota_salari,1989,62.271
NLD,quota_salari,1990,62.279
NLD,quota_salari,1991,62.507
NLD,quota_salari,1992,63.564
NLD,quota_salari,1993,63.76
NLD,quota_salari,1994,62.355
NLD,quota_salari,1995,61.284
NLD,quota_salari,1996,60.659
NLD,quota_salari,1997,59.684
NLD,quota_salari,1998,59.257
NLD,quota_salari,1999,59.469
NLD,quota_salari,2000,59.302
NLD,quota_salari,2001,58.289
NLD,quota_salari,2002,58.751
NLD,quota_salari,2003,58.885
NLD,quota_salari,2004,58.115
NLD,quota_salari,2005,56.84
NLD,quota_salari,2006,55.46
NLD,quota_salari,2007,55.379
NLD,quota_salari,2008,55.993
NLD,quota_salari,2009,58.784
NLD,quota_salari,2010,57.614
NLD,quota_salari,2011,58.027
NLD,quota_salari,2012,58.828
NLD,quota_salari,2013,58.534
NLD,quota_salari,2014,58.3
NLD,quota_salari,2015,56.944
NLD,quota_salari,2016,57.218
NLD,quota_salari,2017,56.649
NLD,quota_salari,2018,56.729
NLD,quota_salari,2019,56.734
NLD,quota_salari,2020,59.726
NLD,quota_salari,2021,57.177
NLD,quota_salari,2022,54.868
NLD,quota_salari,2023,56.059
NLD,quota_salari,2024,56.483
NLD,quota_salari,2025,56.534
NLD,quota_salari,2026,56.387
NLD,quota_salari,2027,56.533
PRT,quota_salari,1960,64.15
PRT,quota_salari,1961,66.888
PRT,quota_salari,1962,63.125
PRT,quota_salari,1963,66.784
PRT,quota_salari,1964,67.523
PRT,quota_salari,1965,65.022
PRT,quota_salari,1966,67.573
PRT,quota_salari,1967,69.372
PRT,quota_salari,1968,69.551
PRT,quota_salari,1969,72.091
PRT,quota_salari,1970,73.238
PRT,quota_salari,1971,72.101
PRT,quota_salari,1972,71.549
PRT,quota_salari,1973,71.244
PRT,quota_salari,1974,78.71
PRT,quota_salari,1975,88.427
PRT,quota_salari,1976,86.983
PRT,quota_salari,1977,81.003
PRT,quota_salari,1978,75.35
PRT,quota_salari,1979,70.092
PRT,quota_salari,1980,67.316
PRT,quota_salari,1981,68.693
PRT,quota_salari,1982,68.727
PRT,quota_salari,1983,63.29
PRT,quota_salari,1984,58.489
PRT,quota_salari,1985,58.316
PRT,quota_salari,1986,56.259
PRT,quota_salari,1987,56.525
PRT,quota_salari,1988,54.773
PRT,quota_salari,1989,55.943
PRT,quota_salari,1990,55.524
PRT,quota_salari,1991,58.07
PRT,quota_salari,1992,60.328
PRT,quota_salari,1993,60.636
PRT,quota_salari,1994,58.272
PRT,quota_salari,1995,58.998
PRT,quota_salari,1996,60.068
PRT,quota_salari,1997,60.078
PRT,quota_salari,1998,60.083
PRT,quota_salari,1999,59.727
PRT,quota_salari,2000,60.249
PRT,quota_salari,2001,60.401
PRT,quota_salari,2002,59.809
PRT,quota_salari,2003,59.642
PRT,quota_salari,2004,58.675
PRT,quota_salari,2005,58.718
PRT,quota_salari,2006,57.25
PRT,quota_salari,2007,56.118
PRT,quota_salari,2008,56.634
PRT,quota_salari,2009,57.597
PRT,quota_salari,2010,56.756
PRT,quota_salari,2011,55.803
PRT,quota_salari,2012,54.323
PRT,quota_salari,2013,53.921
PRT,quota_salari,2014,52.949
PRT,quota_salari,2015,52.013
PRT,quota_salari,2016,51.511
PRT,quota_salari,2017,51.803
PRT,quota_salari,2018,52.784
PRT,quota_salari,2019,53.527
PRT,quota_salari,2020,57.001
PRT,quota_salari,2021,56.831
PRT,quota_salari,2022,55.233
PRT,quota_salari,2023,55.575
PRT,quota_salari,2024,56.143
PRT,quota_salari,2025,56.863
PRT,quota_salari,2026,57.357
PRT,quota_salari,2027,57.437
