paese,serie,anno,v
EA19,pil_reale_procapite,2007,33.699
EA19,pil_reale_procapite,2008,33.668
EA19,pil_reale_procapite,2009,32.069
EA19,pil_reale_procapite,2010,32.664
EA19,pil_reale_procapite,2011,33.146
EA19,pil_reale_procapite,2012,32.766
EA19,pil_reale_procapite,2013,32.664
EA19,pil_reale_procapite,2014,33.086
EA19,pil_reale_procapite,2015,33.694
EA19,pil_reale_procapite,2016,34.203
EA19,pil_reale_procapite,2017,35.032
EA19,pil_reale_procapite,2018,35.573
EA19,pil_reale_procapite,2019,36.053
EA19,pil_reale_procapite,2020,33.842
EA19,pil_reale_procapite,2021,35.993
EA19,pil_reale_procapite,2022,37.114
EA19,pil_reale_procapite,2023,37.035
EA19,pil_reale_procapite,2024,37.212
EA19,pil_reale_procapite,2025,37.618
EA19,pil_reale_procapite,2026,37.855
EA19,pil_reale_procapite,2027,38.236
BEL,pil_reale_procapite,1995,31.062
BEL,pil_reale_procapite,1996,31.411
BEL,pil_reale_procapite,1997,32.526
BEL,pil_reale_procapite,1998,33.093
BEL,pil_reale_procapite,1999,34.185
BEL,pil_reale_procapite,2000,35.37
BEL,pil_reale_procapite,2001,35.636
BEL,pil_reale_procapite,2002,36.082
BEL,pil_reale_procapite,2003,36.304
BEL,pil_reale_procapite,2004,37.439
BEL,pil_reale_procapite,2005,38.098
BEL,pil_reale_procapite,2006,38.813
BEL,pil_reale_procapite,2007,39.946
BEL,pil_reale_procapite,2008,39.809
BEL,pil_reale_procapite,2009,38.737
BEL,pil_reale_procapite,2010,39.425
BEL,pil_reale_procapite,2011,39.667
BEL,pil_reale_procapite,2012,39.507
BEL,pil_reale_procapite,2013,39.441
BEL,pil_reale_procapite,2014,39.959
BEL,pil_reale_procapite,2015,40.314
BEL,pil_reale_procapite,2016,40.589
BEL,pil_reale_procapite,2017,41.029
BEL,pil_reale_procapite,2018,41.61
BEL,pil_reale_procapite,2019,42.397
BEL,pil_reale_procapite,2020,40.191
BEL,pil_reale_procapite,2021,42.529
BEL,pil_reale_procapite,2022,43.885
BEL,pil_reale_procapite,2023,44.193
BEL,pil_reale_procapite,2024,44.413
BEL,pil_reale_procapite,2025,44.646
BEL,pil_reale_procapite,2026,44.768
BEL,pil_reale_procapite,2027,45.031
DEU,pil_reale_procapite,1991,30.428
DEU,pil_reale_procapite,1992,30.838
DEU,pil_reale_procapite,1993,30.37
DEU,pil_reale_procapite,1994,31.081
DEU,pil_reale_procapite,1995,31.486
DEU,pil_reale_procapite,1996,31.751
DEU,pil_reale_procapite,1997,32.323
DEU,pil_reale_procapite,1998,33.026
DEU,pil_reale_procapite,1999,33.739
DEU,pil_reale_procapite,2000,34.695
DEU,pil_reale_procapite,2001,35.237
DEU,pil_reale_procapite,2002,35.13
DEU,pil_reale_procapite,2003,34.956
DEU,pil_reale_procapite,2004,35.403
DEU,pil_reale_procapite,2005,35.768
DEU,pil_reale_procapite,2006,37.227
DEU,pil_reale_procapite,2007,38.388
DEU,pil_reale_procapite,2008,38.838
DEU,pil_reale_procapite,2009,36.813
DEU,pil_reale_procapite,2010,38.43
DEU,pil_reale_procapite,2011,39.878
DEU,pil_reale_procapite,2012,40.008
DEU,pil_reale_procapite,2013,40.101
DEU,pil_reale_procapite,2014,40.853
DEU,pil_reale_procapite,2015,41.233
DEU,pil_reale_procapite,2016,41.881
DEU,pil_reale_procapite,2017,42.963
DEU,pil_reale_procapite,2018,43.388
DEU,pil_reale_procapite,2019,43.787
DEU,pil_reale_procapite,2020,42.017
DEU,pil_reale_procapite,2021,43.73
DEU,pil_reale_procapite,2022,44.233
DEU,pil_reale_procapite,2023,43.449
DEU,pil_reale_procapite,2024,43.115
DEU,pil_reale_procapite,2025,43.215
DEU,pil_reale_procapite,2026,43.516
DEU,pil_reale_procapite,2027,43.967
GRC,pil_reale_procapite,1960,4.465
GRC,pil_reale_procapite,1961,5.014
GRC,pil_reale_procapite,1962,5.003
GRC,pil_reale_procapite,1963,5.575
GRC,pil_reale_procapite,1964,6.077
GRC,pil_reale_procapite,1965,6.7
GRC,pil_reale_procapite,1966,7.083
GRC,pil_reale_procapite,1967,7.424
GRC,pil_reale_procapite,1968,7.907
GRC,pil_reale_procapite,1969,8.789
GRC,pil_reale_procapite,1970,9.552
GRC,pil_reale_procapite,1971,10.257
GRC,pil_reale_procapite,1972,11.226
GRC,pil_reale_procapite,1973,12.079
GRC,pil_reale_procapite,1974,11.26
GRC,pil_reale_procapite,1975,11.865
GRC,pil_reale_procapite,1976,12.482
GRC,pil_reale_procapite,1977,12.683
GRC,pil_reale_procapite,1978,13.427
GRC,pil_reale_procapite,1979,13.696
GRC,pil_reale_procapite,1980,13.654
GRC,pil_reale_procapite,1981,13.322
GRC,pil_reale_procapite,1982,13.09
GRC,pil_reale_procapite,1983,12.874
GRC,pil_reale_procapite,1984,13.067
GRC,pil_reale_procapite,1985,13.344
GRC,pil_reale_procapite,1986,13.368
GRC,pil_reale_procapite,1987,13.023
GRC,pil_reale_procapite,1988,13.532
GRC,pil_reale_procapite,1989,13.973
GRC,pil_reale_procapite,1990,13.826
GRC,pil_reale_procapite,1991,14.085
GRC,pil_reale_procapite,1992,14.075
GRC,pil_reale_procapite,1993,13.769
GRC,pil_reale_procapite,1994,13.974
GRC,pil_reale_procapite,1995,14.201
GRC,pil_reale_procapite,1996,14.334
GRC,pil_reale_procapite,1997,14.777
GRC,pil_reale_procapite,1998,15.2
GRC,pil_reale_procapite,1999,15.545
GRC,pil_reale_procapite,2000,16.122
GRC,pil_reale_procapite,2001,16.784
GRC,pil_reale_procapite,2002,17.506
GRC,pil_reale_procapite,2003,18.477
GRC,pil_reale_procapite,2004,19.422
GRC,pil_reale_procapite,2005,19.594
GRC,pil_reale_procapite,2006,20.794
GRC,pil_reale_procapite,2007,21.469
GRC,pil_reale_procapite,2008,21.424
GRC,pil_reale_procapite,2009,20.488
GRC,pil_reale_procapite,2010,19.296
GRC,pil_reale_procapite,2011,17.416
GRC,pil_reale_procapite,2012,16.052
GRC,pil_reale_procapite,2013,15.801
GRC,pil_reale_procapite,2014,16.033
GRC,pil_reale_procapite,2015,16.102
GRC,pil_reale_procapite,2016,16.164
GRC,pil_reale_procapite,2017,16.435
GRC,pil_reale_procapite,2018,16.808
GRC,pil_reale_procapite,2019,17.209
GRC,pil_reale_procapite,2020,15.66
GRC,pil_reale_procapite,2021,17.108
GRC,pil_reale_procapite,2022,18.157
GRC,pil_reale_procapite,2023,18.6
GRC,pil_reale_procapite,2024,19.018
GRC,pil_reale_procapite,2025,19.401
GRC,pil_reale_procapite,2026,19.754
GRC,pil_reale_procapite,2027,20.093
ESP,pil_reale_procapite,1960,6.1
ESP,pil_reale_procapite,1961,6.708
ESP,pil_reale_procapite,1962,7.272
ESP,pil_reale_procapite,1963,7.84
ESP,pil_reale_procapite,1964,8.243
ESP,pil_reale_procapite,1965,8.664
ESP,pil_reale_procapite,1966,9.185
ESP,pil_reale_procapite,1967,9.467
ESP,pil_reale_procapite,1968,9.972
ESP,pil_reale_procapite,1969,10.754
ESP,pil_reale_procapite,1970,11.107
ESP,pil_reale_procapite,1971,11.466
ESP,pil_reale_procapite,1972,12.264
ESP,pil_reale_procapite,1973,13.074
ESP,pil_reale_procapite,1974,13.659
ESP,pil_reale_procapite,1975,13.585
ESP,pil_reale_procapite,1976,13.887
ESP,pil_reale_procapite,1977,14.135
ESP,pil_reale_procapite,1978,14.204
ESP,pil_reale_procapite,1979,14.085
ESP,pil_reale_procapite,1980,14.154
ESP,pil_reale_procapite,1981,14.035
ESP,pil_reale_procapite,1982,14.125
ESP,pil_reale_procapite,1983,14.305
ESP,pil_reale_procapite,1984,14.5
ESP,pil_reale_procapite,1985,14.783
ESP,pil_reale_procapite,1986,15.219
ESP,pil_reale_procapite,1987,16.021
ESP,pil_reale_procapite,1988,16.802
ESP,pil_reale_procapite,1989,17.585
ESP,pil_reale_procapite,1990,18.232
ESP,pil_reale_procapite,1991,18.648
ESP,pil_reale_procapite,1992,18.73
ESP,pil_reale_procapite,1993,18.441
ESP,pil_reale_procapite,1994,18.79
ESP,pil_reale_procapite,1995,19.226
ESP,pil_reale_procapite,1996,19.645
ESP,pil_reale_procapite,1997,20.266
ESP,pil_reale_procapite,1998,21.052
ESP,pil_reale_procapite,1999,21.895
ESP,pil_reale_procapite,2000,22.929
ESP,pil_reale_procapite,2001,23.704
ESP,pil_reale_procapite,2002,23.97
ESP,pil_reale_procapite,2003,24.223
ESP,pil_reale_procapite,2004,24.591
ESP,pil_reale_procapite,2005,24.996
ESP,pil_reale_procapite,2006,25.597
ESP,pil_reale_procapite,2007,25.989
ESP,pil_reale_procapite,2008,25.763
ESP,pil_reale_procapite,2009,24.586
ESP,pil_reale_procapite,2010,24.506
ESP,pil_reale_procapite,2011,24.259
ESP,pil_reale_procapite,2012,23.557
ESP,pil_reale_procapite,2013,23.305
ESP,pil_reale_procapite,2014,23.735
ESP,pil_reale_procapite,2015,24.725
ESP,pil_reale_procapite,2016,25.422
ESP,pil_reale_procapite,2017,26.111
ESP,pil_reale_procapite,2018,26.619
ESP,pil_reale_procapite,2019,26.927
ESP,pil_reale_procapite,2020,23.851
ESP,pil_reale_procapite,2021,25.444
ESP,pil_reale_procapite,2022,26.816
ESP,pil_reale_procapite,2023,27.154
ESP,pil_reale_procapite,2024,27.802
ESP,pil_reale_procapite,2025,28.323
ESP,pil_reale_procapite,2026,28.743
ESP,pil_reale_procapite,2027,29.054
FRA,pil_reale_procapite,1960,10.519
FRA,pil_reale_procapite,1961,10.921
FRA,pil_reale_procapite,1962,11.461
FRA,pil_reale_procapite,1963,11.951
FRA,pil_reale_procapite,1964,12.604
FRA,pil_reale_procapite,1965,13.089
FRA,pil_reale_procapite,1966,13.647
FRA,pil_reale_procapite,1967,14.189
FRA,pil_reale_procapite,1968,14.724
FRA,pil_reale_procapite,1969,15.641
FRA,pil_reale_procapite,1970,16.462
FRA,pil_reale_procapite,1971,17.17
FRA,pil_reale_procapite,1972,17.789
FRA,pil_reale_procapite,1973,18.738
FRA,pil_reale_procapite,1974,19.437
FRA,pil_reale_procapite,1975,19.165
FRA,pil_reale_procapite,1976,19.916
FRA,pil_reale_procapite,1977,20.532
FRA,pil_reale_procapite,1978,21.25
FRA,pil_reale_procapite,1979,21.939
FRA,pil_reale_procapite,1980,22.193
FRA,pil_reale_procapite,1981,22.331
FRA,pil_reale_procapite,1982,22.743
FRA,pil_reale_procapite,1983,22.907
FRA,pil_reale_procapite,1984,23.165
FRA,pil_reale_procapite,1985,23.413
FRA,pil_reale_procapite,1986,23.852
FRA,pil_reale_procapite,1987,24.331
FRA,pil_reale_procapite,1988,25.358
FRA,pil_reale_procapite,1989,26.321
FRA,pil_reale_procapite,1990,26.922
FRA,pil_reale_procapite,1991,27.123
FRA,pil_reale_procapite,1992,27.403
FRA,pil_reale_procapite,1993,27.191
FRA,pil_reale_procapite,1994,27.739
FRA,pil_reale_procapite,1995,28.279
FRA,pil_reale_procapite,1996,28.575
FRA,pil_reale_procapite,1997,29.197
FRA,pil_reale_procapite,1998,30.097
FRA,pil_reale_procapite,1999,30.963
FRA,pil_reale_procapite,2000,32.027
FRA,pil_reale_procapite,2001,32.402
FRA,pil_reale_procapite,2002,32.514
FRA,pil_reale_procapite,2003,32.602
FRA,pil_reale_procapite,2004,33.297
FRA,pil_reale_procapite,2005,33.676
FRA,pil_reale_procapite,2006,34.356
FRA,pil_reale_procapite,2007,35.014
FRA,pil_reale_procapite,2008,34.958
FRA,pil_reale_procapite,2009,33.802
FRA,pil_reale_procapite,2010,34.314
FRA,pil_reale_procapite,2011,34.985
FRA,pil_reale_procapite,2012,34.885
FRA,pil_reale_procapite,2013,34.985
FRA,pil_reale_procapite,2014,35.154
FRA,pil_reale_procapite,2015,35.372
FRA,pil_reale_procapite,2016,35.543
FRA,pil_reale_procapite,2017,36.138
FRA,pil_reale_procapite,2018,36.566
FRA,pil_reale_procapite,2019,37.163
FRA,pil_reale_procapite,2020,34.28
FRA,pil_reale_procapite,2021,36.471
FRA,pil_reale_procapite,2022,37.32
FRA,pil_reale_procapite,2023,37.761
FRA,pil_reale_procapite,2024,38.11
FRA,pil_reale_procapite,2025,38.354
FRA,pil_reale_procapite,2026,38.578
FRA,pil_reale_procapite,2027,38.936
ITA,pil_reale_procapite,1960,9.152
ITA,pil_reale_procapite,1961,9.861
ITA,pil_reale_procapite,1962,10.478
ITA,pil_reale_procapite,1963,11.048
ITA,pil_reale_procapite,1964,11.392
ITA,pil_reale_procapite,1965,11.816
ITA,pil_reale_procapite,1966,12.508
ITA,pil_reale_procapite,1967,13.376
ITA,pil_reale_procapite,1968,14.265
ITA,pil_reale_procapite,1969,15.12
ITA,pil_reale_procapite,1970,15.948
ITA,pil_reale_procapite,1971,16.13
ITA,pil_reale_procapite,1972,16.588
ITA,pil_reale_procapite,1973,17.583
ITA,pil_reale_procapite,1974,18.35
ITA,pil_reale_procapite,1975,17.801
ITA,pil_reale_procapite,1976,18.89
ITA,pil_reale_procapite,1977,19.222
ITA,pil_reale_procapite,1978,19.709
ITA,pil_reale_procapite,1979,20.744
ITA,pil_reale_procapite,1980,21.343
ITA,pil_reale_procapite,1981,21.436
ITA,pil_reale_procapite,1982,21.454
ITA,pil_reale_procapite,1983,21.644
ITA,pil_reale_procapite,1984,22.291
ITA,pil_reale_procapite,1985,22.869
ITA,pil_reale_procapite,1986,23.488
ITA,pil_reale_procapite,1987,24.205
ITA,pil_reale_procapite,1988,25.168
ITA,pil_reale_procapite,1989,25.968
ITA,pil_reale_procapite,1990,26.46
ITA,pil_reale_procapite,1991,26.822
ITA,pil_reale_procapite,1992,26.998
ITA,pil_reale_procapite,1993,26.756
ITA,pil_reale_procapite,1994,27.306
ITA,pil_reale_procapite,1995,28.038
ITA,pil_reale_procapite,1996,28.407
ITA,pil_reale_procapite,1997,28.939
ITA,pil_reale_procapite,1998,29.452
ITA,pil_reale_procapite,1999,29.942
ITA,pil_reale_procapite,2000,31.09
ITA,pil_reale_procapite,2001,31.693
ITA,pil_reale_procapite,2002,31.717
ITA,pil_reale_procapite,2003,31.567
ITA,pil_reale_procapite,2004,31.795
ITA,pil_reale_procapite,2005,31.851
ITA,pil_reale_procapite,2006,32.294
ITA,pil_reale_procapite,2007,32.568
ITA,pil_reale_procapite,2008,31.987
ITA,pil_reale_procapite,2009,30.115
ITA,pil_reale_procapite,2010,30.44
ITA,pil_reale_procapite,2011,30.546
ITA,pil_reale_procapite,2012,29.511
ITA,pil_reale_procapite,2013,28.916
ITA,pil_reale_procapite,2014,28.912
ITA,pil_reale_procapite,2015,29.212
ITA,pil_reale_procapite,2016,29.629
ITA,pil_reale_procapite,2017,30.161
ITA,pil_reale_procapite,2018,30.474
ITA,pil_reale_procapite,2019,30.681
ITA,pil_reale_procapite,2020,28.096
ITA,pil_reale_procapite,2021,30.764
ITA,pil_reale_procapite,2022,32.312
ITA,pil_reale_procapite,2023,32.627
ITA,pil_reale_procapite,2024,32.897
ITA,pil_reale_procapite,2025,33.08
ITA,pil_reale_procapite,2026,33.268
ITA,pil_reale_procapite,2027,33.486
NLD,pil_reale_procapite,1960,14.747
NLD,pil_reale_procapite,1961,15.0
NLD,pil_reale_procapite,1962,15.375
NLD,pil_reale_procapite,1963,15.719
NLD,pil_reale_procapite,1964,16.794
NLD,pil_reale_procapite,1965,17.434
NLD,pil_reale_procapite,1966,17.68
NLD,pil_reale_procapite,1967,18.404
NLD,pil_reale_procapite,1968,19.382
NLD,pil_reale_procapite,1969,20.399
NLD,pil_reale_procapite,1970,21.387
NLD,pil_reale_procapite,1971,22.037
NLD,pil_reale_procapite,1972,22.583
NLD,pil_reale_procapite,1973,23.621
NLD,pil_reale_procapite,1974,24.243
NLD,pil_reale_procapite,1975,24.036
NLD,pil_reale_procapite,1976,24.901
NLD,pil_reale_procapite,1977,25.376
NLD,pil_reale_procapite,1978,25.905
NLD,pil_reale_procapite,1979,26.248
NLD,pil_reale_procapite,1980,26.386
NLD,pil_reale_procapite,1981,25.997
NLD,pil_reale_procapite,1982,25.558
NLD,pil_reale_procapite,1983,25.985
NLD,pil_reale_procapite,1984,26.679
NLD,pil_reale_procapite,1985,27.245
NLD,pil_reale_procapite,1986,27.852
NLD,pil_reale_procapite,1987,28.202
NLD,pil_reale_procapite,1988,28.983
NLD,pil_reale_procapite,1989,30.089
NLD,pil_reale_procapite,1990,31.135
NLD,pil_reale_procapite,1991,31.639
NLD,pil_reale_procapite,1992,31.937
NLD,pil_reale_procapite,1993,32.11
NLD,pil_reale_procapite,1994,32.865
NLD,pil_reale_procapite,1995,33.718
NLD,pil_reale_procapite,1996,34.712
NLD,pil_reale_procapite,1997,35.999
NLD,pil_reale_procapite,1998,37.442
NLD,pil_reale_procapite,1999,39.069
NLD,pil_reale_procapite,2000,40.427
NLD,pil_reale_procapite,2001,41.057
NLD,pil_reale_procapite,2002,40.895
NLD,pil_reale_procapite,2003,40.743
NLD,pil_reale_procapite,2004,41.419
NLD,pil_reale_procapite,2005,42.163
NLD,pil_reale_procapite,2006,43.585
NLD,pil_reale_procapite,2007,45.179
NLD,pil_reale_procapite,2008,45.956
NLD,pil_reale_procapite,2009,44.047
NLD,pil_reale_procapite,2010,44.399
NLD,pil_reale_procapite,2011,44.976
NLD,pil_reale_procapite,2012,44.371
NLD,pil_reale_procapite,2013,44.228
NLD,pil_reale_procapite,2014,44.779
NLD,pil_reale_procapite,2015,45.526
NLD,pil_reale_procapite,2016,46.383
NLD,pil_reale_procapite,2017,47.392
NLD,pil_reale_procapite,2018,48.179
NLD,pil_reale_procapite,2019,48.966
NLD,pil_reale_procapite,2020,46.81
NLD,pil_reale_procapite,2021,49.49
NLD,pil_reale_procapite,2022,51.475
NLD,pil_reale_procapite,2023,50.663
NLD,pil_reale_procapite,2024,50.875
NLD,pil_reale_procapite,2025,51.516
NLD,pil_reale_procapite,2026,51.749
NLD,pil_reale_procapite,2027,52.099
PRT,pil_reale_procapite,1960,3.973
PRT,pil_reale_procapite,1961,4.083
PRT,pil_reale_procapite,1962,4.48
PRT,pil_reale_procapite,1963,4.633
PRT,pil_reale_procapite,1964,4.911
PRT,pil_reale_procapite,1965,5.395
PRT,pil_reale_procapite,1966,5.684
PRT,pil_reale_procapite,1967,5.957
PRT,pil_reale_procapite,1968,6.286
PRT,pil_reale_procapite,1969,6.497
PRT,pil_reale_procapite,1970,7.111
PRT,pil_reale_procapite,1971,7.89
PRT,pil_reale_procapite,1972,8.722
PRT,pil_reale_procapite,1973,9.149
PRT,pil_reale_procapite,1974,9.285
PRT,pil_reale_procapite,1975,8.483
PRT,pil_reale_procapite,1976,8.434
PRT,pil_reale_procapite,1977,8.847
PRT,pil_reale_procapite,1978,9.292
PRT,pil_reale_procapite,1979,9.846
PRT,pil_reale_procapite,1980,10.204
PRT,pil_reale_procapite,1981,10.336
PRT,pil_reale_procapite,1982,10.495
PRT,pil_reale_procapite,1983,10.548
PRT,pil_reale_procapite,1984,10.398
PRT,pil_reale_procapite,1985,10.539
PRT,pil_reale_procapite,1986,10.879
PRT,pil_reale_procapite,1987,11.712
PRT,pil_reale_procapite,1988,12.351
PRT,pil_reale_procapite,1989,13.191
PRT,pil_reale_procapite,1990,14.259
PRT,pil_reale_procapite,1991,14.773
PRT,pil_reale_procapite,1992,15.248
PRT,pil_reale_procapite,1993,15.124
PRT,pil_reale_procapite,1994,15.308
PRT,pil_reale_procapite,1995,15.608
PRT,pil_reale_procapite,1996,16.094
PRT,pil_reale_procapite,1997,16.727
PRT,pil_reale_procapite,1998,17.443
PRT,pil_reale_procapite,1999,18.022
PRT,pil_reale_procapite,2000,18.579
PRT,pil_reale_procapite,2001,18.807
PRT,pil_reale_procapite,2002,18.848
PRT,pil_reale_procapite,2003,18.603
PRT,pil_reale_procapite,2004,18.891
PRT,pil_reale_procapite,2005,19.003
PRT,pil_reale_procapite,2006,19.277
PRT,pil_reale_procapite,2007,19.722
PRT,pil_reale_procapite,2008,19.756
PRT,pil_reale_procapite,2009,19.121
PRT,pil_reale_procapite,2010,19.444
PRT,pil_reale_procapite,2011,19.108
PRT,pil_reale_procapite,2012,18.409
PRT,pil_reale_procapite,2013,18.328
PRT,pil_reale_procapite,2014,18.561
PRT,pil_reale_procapite,2015,18.924
PRT,pil_reale_procapite,2016,19.351
PRT,pil_reale_procapite,2017,20.024
PRT,pil_reale_procapite,2018,20.625
PRT,pil_reale_procapite,2019,21.15
PRT,pil_reale_procapite,2020,19.358
PRT,pil_reale_procapite,2021,20.389
PRT,pil_reale_procapite,2022,21.686
PRT,pil_reale_procapite,2023,22.128
PRT,pil_reale_procapite,2024,22.371
PRT,pil_reale_procapite,2025,22.557
PRT,pil_reale_procapite,2026,22.803
PRT,pil_reale_procapite,2027,23.079
EU27,quota_salari,1995,57.817
EU27,quota_salari,1996,57.641
EU27,quota_salari,1997,57.067
EU27,quota_salari,1998,56.477
EU27,quota_salari,1999,56.498
EU27,quota_salari,2000,56.486
EU27,quota_salari,2001,56.201
EU27,quota_salari,2002,56.089
EU27,quota_salari,2003,56.033
EU27,quota_salari,2004,55.296
EU27,quota_salari,2005,54.938
EU27,quota_salari,2006,54.279
EU27,quota_salari,2007,53.757
EU27,quota_salari,2008,54.72
EU27,quota_salari,2009,56.426
EU27,quota_salari,2010,55.69
EU27,quota_salari,2011,55.326
EU27,quota_salari,2012,55.769
EU27,quota_salari,2013,55.789
EU27,quota_salari,2014,55.626
EU27,quota_salari,2015,55.147
EU27,quota_salari,2016,55.203
EU27,quota_salari,2017,55.077
EU27,quota_salari,2018,55.413
EU27,quota_salari,2019,55.511
EU27,quota_salari,2020,56.913
EU27,quota_salari,2021,55.534
EU27,quota_salari,2022,54.54
EU27,quota_salari,2023,54.78
EU27,quota_salari,2024,55.704
EU27,quota_salari,2025,56.132
EU27,quota_salari,2026,56.242
EU27,quota_salari,2027,56.182
EU15,quota_salari,1991,58.81
EU15,quota_salari,1992,59.119
EU15,quota_salari,1993,58.922
EU15,quota_salari,1994,57.537
EU15,quota_salari,1995,57.238
EU15,quota_salari,1996,56.876
EU15,quota_salari,1997,56.434
EU15,quota_salari,1998,55.831
EU15,quota_salari,1999,56.144
EU15,quota_salari,2000,56.236
EU15,quota_salari,2001,56.208
EU15,quota_salari,2002,56.084
EU15,quota_salari,2003,56.113
EU15,quota_salari,2004,55.766
EU15,quota_salari,2005,55.483
EU15,quota_salari,2006,55.066
EU15,quota_salari,2007,54.949
EU15,quota_salari,2008,55.52
EU15,quota_salari,2009,57.189
EU15,quota_salari,2010,56.502
EU15,quota_salari,2011,56.148
EU15,quota_salari,2012,56.494
EU15,quota_salari,2013,56.501
EU15,quota_salari,2014,56.247
EU15,quota_salari,2015,55.91
EU15,quota_salari,2016,55.932
EU15,quota_salari,2017,55.721
EU15,quota_salari,2018,56.024
EU15,quota_salari,2019,56.245
EU15,quota_salari,2020,57.893
EU15,quota_salari,2021,56.312
EU15,quota_salari,2022,55.2
EU15,quota_salari,2023,55.398
EU15,quota_salari,2024,56.147
EU15,quota_salari,2025,56.728
EU15,quota_salari,2026,56.769
EU15,quota_salari,2027,56.679
EA19,quota_salari,1995,58.367
EA19,quota_salari,1996,58.126
EA19,quota_salari,1997,57.52
EA19,quota_salari,1998,56.858
EA19,quota_salari,1999,56.902
EA19,quota_salari,2000,56.868
EA19,quota_salari,2001,56.419
EA19,quota_salari,2002,56.44
EA19,quota_salari,2003,56.398
EA19,quota_salari,2004,55.746
EA19,quota_salari,2005,55.371
EA19,quota_salari,2006,54.73
EA19,quota_salari,2007,54.185
EA19,quota_salari,2008,55.157
EA19,quota_salari,2009,56.983
EA19,quota_salari,2010,56.31
EA19,quota_salari,2011,55.986
EA19,quota_salari,2012,56.445
EA19,quota_salari,2013,56.466
EA19,quota_salari,2014,56.314
EA19,quota_salari,2015,55.893
EA19,quota_salari,2016,55.876
EA19,quota_salari,2017,55.723
EA19,quota_salari,2018,56.038
EA19,quota_salari,2019,56.194
EA19,quota_salari,2020,57.677
EA19,quota_salari,2021,56.345
EA19,quota_salari,2022,55.401
EA19,quota_salari,2023,55.489
EA19,quota_salari,2024,56.352
EA19,quota_salari,2025,56.862
EA19,quota_salari,2026,56.983
EA19,quota_salari,2027,56.913
BEL,quota_salari,1960,55.869
BEL,quota_salari,1961,54.719
BEL,quota_salari,1962,55.673
BEL,quota_salari,1963,56.044
BEL,quota_salari,1964,55.362
BEL,quota_salari,1965,55.629
BEL,quota_salari,1966,56.451
BEL,quota_salari,1967,56.394
BEL,quota_salari,1968,55.968
BEL,quota_salari,1969,55.522
BEL,quota_salari,1970,55.388
BEL,quota_salari,1971,57.516
BEL,quota_salari,1972,59.275
BEL,quota_salari,1973,59.931
BEL,quota_salari,1974,61.811
BEL,quota_salari,1975,63.93
BEL,quota_salari,1976,64.717
BEL,quota_salari,1977,64.914
BEL,quota_salari,1978,65.165
BEL,quota_salari,1979,64.846
BEL,quota_salari,1980,66.156
BEL,quota_salari,1981,66.282
BEL,quota_salari,1982,64.89
BEL,quota_salari,1983,64.235
BEL,quota_salari,1984,63.84
BEL,quota_salari,1985,63.221
BEL,quota_salari,1986,62.947
BEL,quota_salari,1987,62.132
BEL,quota_salari,1988,60.425
BEL,quota_salari,1989,59.768
BEL,quota_salari,1990,60.768
BEL,quota_salari,1991,62.53
BEL,quota_salari,1992,62.611
BEL,quota_salari,1993,63.188
BEL,quota_salari,1994,62.359
BEL,quota_salari,1995,61.743
BEL,quota_salari,1996,61.947
BEL,quota_salari,1997,61.47
BEL,quota_salari,1998,61.077
BEL,quota_salari,1999,61.511
BEL,quota_salari,2000,60.475
BEL,quota_salari,2001,61.634
BEL,quota_salari,2002,62.229
BEL,quota_salari,2003,61.62
BEL,quota_salari,2004,60.0
BEL,quota_salari,2005,59.305
BEL,quota_salari,2006,59.216
BEL,quota_salari,2007,58.976
BEL,quota_salari,2008,60.798
BEL,quota_salari,2009,62.091
BEL,quota_salari,2010,60.723
BEL,quota_salari,2011,60.856
BEL,quota_salari,2012,61.536
BEL,quota_salari,2013,61.798
BEL,quota_salari,2014,61.052
BEL,quota_salari,2015,60.109
BEL,quota_salari,2016,59.468
BEL,quota_salari,2017,59.443
BEL,quota_salari,2018,59.267
BEL,quota_salari,2019,58.893
BEL,quota_salari,2020,60.071
BEL,quota_salari,2021,58.748
BEL,quota_salari,2022,58.015
BEL,quota_salari,2023,58.659
BEL,quota_salari,2024,59.026
BEL,quota_salari,2025,59.076
BEL,quota_salari,2026,59.16
BEL,quota_salari,2027,59.043
DEU,quota_salari,1991,59.695
DEU,quota_salari,1992,60.476
DEU,quota_salari,1993,60.502
DEU,quota_salari,1994,59.565
DEU,quota_salari,1995,59.9
DEU,quota_salari,1996,59.658
DEU,quota_salari,1997,58.852
DEU,quota_salari,1998,58.478
DEU,quota_salari,1999,58.479
DEU,quota_salari,2000,59.223
DEU,quota_salari,2001,58.383
DEU,quota_salari,2002,58.139
DEU,quota_salari,2003,58.161
DEU,quota_salari,2004,57.262
DEU,quota_salari,2005,56.539
DEU,quota_salari,2006,55.251
DEU,quota_salari,2007,54.155
DEU,quota_salari,2008,55.163
DEU,quota_salari,2009,57.602
DEU,quota_salari,2010,56.582
DEU,quota_salari,2011,56.117
DEU,quota_salari,2012,57.198
DEU,quota_salari,2013,57.433
DEU,quota_salari,2014,57.315
DEU,quota_salari,2015,57.521
DEU,quota_salari,2016,57.622
DEU,quota_salari,2017,57.554
DEU,quota_salari,2018,58.387
DEU,quota_salari,2019,59.097
DEU,quota_salari,2020,60.306
DEU,quota_salari,2021,58.415
DEU,quota_salari,2022,56.986
DEU,quota_salari,2023,57.599
DEU,quota_salari,2024,59.091
DEU,quota_salari,2025,60.069
