paese,serie,anno,valore
DNK,prod_occupato,1963,291.12
DNK,prod_occupato,1964,311.7038
DNK,prod_occupato,1965,320.0464
DNK,prod_occupato,1966,327.1728
DNK,prod_occupato,1967,346.4921
DNK,prod_occupato,1968,364.0199
DNK,prod_occupato,1969,381.931
DNK,prod_occupato,1970,384.3083
DNK,prod_occupato,1971,396.6871
DNK,prod_occupato,1972,403.8787
DNK,prod_occupato,1973,418.117
DNK,prod_occupato,1974,417.0284
DNK,prod_occupato,1975,415.1168
DNK,prod_occupato,1976,432.6053
DNK,prod_occupato,1977,442.2012
DNK,prod_occupato,1978,449.0959
DNK,prod_occupato,1979,462.0382
DNK,prod_occupato,1980,461.2135
DNK,prod_occupato,1981,465.0963
DNK,prod_occupato,1982,481.03
DNK,prod_occupato,1983,493.4473
DNK,prod_occupato,1984,507.5222
DNK,prod_occupato,1985,516.5831
DNK,prod_occupato,1986,528.1253
DNK,prod_occupato,1987,526.5968
DNK,prod_occupato,1988,530.5871
DNK,prod_occupato,1989,535.999
DNK,prod_occupato,1990,547.2004
DNK,prod_occupato,1991,560.6174
DNK,prod_occupato,1992,576.6152
DNK,prod_occupato,1993,585.7105
DNK,prod_occupato,1994,604.7147
DNK,prod_occupato,1995,619.2216
DNK,prod_occupato,1996,630.885
DNK,prod_occupato,1997,642.0036
DNK,prod_occupato,1998,647.8067
DNK,prod_occupato,1999,661.5046
DNK,prod_occupato,2000,681.0637
DNK,prod_occupato,2001,680.7834
DNK,prod_occupato,2002,683.4665
DNK,prod_occupato,2003,692.8392
DNK,prod_occupato,2004,715.8374
DNK,prod_occupato,2005,722.4582
DNK,prod_occupato,2006,733.4854
DNK,prod_occupato,2007,723.8206
DNK,prod_occupato,2008,711.8889
DNK,prod_occupato,2009,698.3928
DNK,prod_occupato,2010,726.3506
DNK,prod_occupato,2011,736.7246
DNK,prod_occupato,2012,741.8706
DNK,prod_occupato,2013,751.9036
DNK,prod_occupato,2014,756.6068
DNK,prod_occupato,2015,761.3393
DNK,prod_occupato,2016,772.1018
DNK,prod_occupato,2017,783.9072
DNK,prod_occupato,2018,786.3103
DNK,prod_occupato,2019,788.485
DNK,prod_occupato,2020,783.1403
DNK,prod_occupato,2021,815.5628
DNK,prod_occupato,2022,787.3136
DNK,prod_occupato,2023,783.4464
DNK,prod_occupato,2024,805.3036
DNK,prod_occupato,2025,819.3089
DNK,prod_occupato,2026,833.5575
DNK,prod_occupato,2027,843.5666
ITA,prod_occupato,1960,22.1946
ITA,prod_occupato,1961,24.0254
ITA,prod_occupato,1962,25.9768
ITA,prod_occupato,1963,28.0279
ITA,prod_occupato,1964,29.2678
ITA,prod_occupato,1965,31.1443
ITA,prod_occupato,1966,33.7616
ITA,prod_occupato,1967,35.9393
ITA,prod_occupato,1968,38.6353
ITA,prod_occupato,1969,40.9966
ITA,prod_occupato,1970,43.4039
ITA,prod_occupato,1971,44.0908
ITA,prod_occupato,1972,45.7193
ITA,prod_occupato,1973,48.1102
ITA,prod_occupato,1974,49.7664
ITA,prod_occupato,1975,48.5288
ITA,prod_occupato,1976,51.2373
ITA,prod_occupato,1977,52.1985
ITA,prod_occupato,1978,53.534
ITA,prod_occupato,1979,55.8881
ITA,prod_occupato,1980,56.799
ITA,prod_occupato,1981,57.1615
ITA,prod_occupato,1982,57.1336
ITA,prod_occupato,1983,57.4768
ITA,prod_occupato,1984,59.2117
ITA,prod_occupato,1985,60.1939
ITA,prod_occupato,1986,61.4026
ITA,prod_occupato,1987,63.1417
ITA,prod_occupato,1988,64.9883
ITA,prod_occupato,1989,66.647
ITA,prod_occupato,1990,66.9022
ITA,prod_occupato,1991,66.6183
ITA,prod_occupato,1992,67.5902
ITA,prod_occupato,1993,68.8759
ITA,prod_occupato,1994,71.4807
ITA,prod_occupato,1995,73.5462
ITA,prod_occupato,1996,74.0832
ITA,prod_occupato,1997,75.2458
ITA,prod_occupato,1998,75.8125
ITA,prod_occupato,1999,76.2077
ITA,prod_occupato,2000,77.6187
ITA,prod_occupato,2001,77.6943
ITA,prod_occupato,2002,76.519
ITA,prod_occupato,2003,75.3432
ITA,prod_occupato,2004,76.0295
ITA,prod_occupato,2005,76.2202
ITA,prod_occupato,2006,76.0824
ITA,prod_occupato,2007,76.2309
ITA,prod_occupato,2008,75.2827
ITA,prod_occupato,2009,72.5044
ITA,prod_occupato,2010,74.0387
ITA,prod_occupato,2011,74.3722
ITA,prod_occupato,2012,72.2286
ITA,prod_occupato,2013,72.2331
ITA,prod_occupato,2014,72.2279
ITA,prod_occupato,2015,72.3945
ITA,prod_occupato,2016,72.2557
ITA,prod_occupato,2017,72.5612
ITA,prod_occupato,2018,72.4257
ITA,prod_occupato,2019,72.2918
ITA,prod_occupato,2020,67.2576
ITA,prod_occupato,2021,72.565
ITA,prod_occupato,2022,74.6316
ITA,prod_occupato,2023,73.7973
ITA,prod_occupato,2024,73.0669
ITA,prod_occupato,2025,72.6659
ITA,prod_occupato,2026,72.938
ITA,prod_occupato,2027,73.243
SWE,prod_occupato,1960,315.7679
SWE,prod_occupato,1961,330.643
SWE,prod_occupato,1962,342.5975
SWE,prod_occupato,1963,360.6564
SWE,prod_occupato,1964,384.9708
SWE,prod_occupato,1965,395.4933
SWE,prod_occupato,1966,400.0126
SWE,prod_occupato,1967,417.8669
SWE,prod_occupato,1968,428.0445
SWE,prod_occupato,1969,444.099
SWE,prod_occupato,1970,464.1297
SWE,prod_occupato,1971,469.1463
SWE,prod_occupato,1972,478.344
SWE,prod_occupato,1973,495.7066
SWE,prod_occupato,1974,501.6186
SWE,prod_occupato,1975,504.7172
SWE,prod_occupato,1976,508.9
SWE,prod_occupato,1977,500.6356
SWE,prod_occupato,1978,507.2967
SWE,prod_occupato,1979,520.3851
SWE,prod_occupato,1980,527.3256
SWE,prod_occupato,1981,525.4139
SWE,prod_occupato,1982,532.9752
SWE,prod_occupato,1983,541.8693
SWE,prod_occupato,1984,560.1231
SWE,prod_occupato,1985,566.3863
SWE,prod_occupato,1986,578.0621
SWE,prod_occupato,1987,592.715
SWE,prod_occupato,1988,599.6456
SWE,prod_occupato,1989,606.7184
SWE,prod_occupato,1990,605.7078
SWE,prod_occupato,1991,607.8749
SWE,prod_occupato,1992,628.8161
SWE,prod_occupato,1993,645.9422
SWE,prod_occupato,1994,678.2879
SWE,prod_occupato,1995,694.9374
SWE,prod_occupato,1996,712.5843
SWE,prod_occupato,1997,743.9599
SWE,prod_occupato,1998,762.7905
SWE,prod_occupato,1999,778.6212
SWE,prod_occupato,2000,795.4726
SWE,prod_occupato,2001,789.9443
SWE,prod_occupato,2002,807.0096
SWE,prod_occupato,2003,826.0946
SWE,prod_occupato,2004,864.3361
SWE,prod_occupato,2005,888.8416
SWE,prod_occupato,2006,912.9984
SWE,prod_occupato,2007,921.2221
SWE,prod_occupato,2008,908.1458
SWE,prod_occupato,2009,887.5338
SWE,prod_occupato,2010,932.3408
SWE,prod_occupato,2011,940.213
SWE,prod_occupato,2012,929.127
SWE,prod_occupato,2013,930.213
SWE,prod_occupato,2014,937.8455
SWE,prod_occupato,2015,964.4691
SWE,prod_occupato,2016,965.7394
SWE,prod_occupato,2017,959.8449
SWE,prod_occupato,2018,960.6003
SWE,prod_occupato,2019,979.3664
SWE,prod_occupato,2020,972.8599
SWE,prod_occupato,2021,1010.9086
SWE,prod_occupato,2022,989.0635
SWE,prod_occupato,2023,975.1451
SWE,prod_occupato,2024,988.0889
SWE,prod_occupato,2025,1004.4427
SWE,prod_occupato,2026,1016.0809
SWE,prod_occupato,2027,1029.0837
GBR,prod_occupato,1960,25.0576
GBR,prod_occupato,1961,25.3848
GBR,prod_occupato,1962,25.4453
GBR,prod_occupato,1963,26.6344
GBR,prod_occupato,1964,27.7898
GBR,prod_occupato,1965,28.0967
GBR,prod_occupato,1966,28.3574
GBR,prod_occupato,1967,29.575
GBR,prod_occupato,1968,31.3646
GBR,prod_occupato,1969,31.9258
GBR,prod_occupato,1970,32.9196
GBR,prod_occupato,1971,34.3779
GBR,prod_occupato,1972,35.9112
GBR,prod_occupato,1973,37.5491
GBR,prod_occupato,1974,36.3928
GBR,prod_occupato,1975,35.8826
GBR,prod_occupato,1976,37.2432
GBR,prod_occupato,1977,38.1135
GBR,prod_occupato,1978,39.2773
GBR,prod_occupato,1979,40.1335
GBR,prod_occupato,1980,39.6865
GBR,prod_occupato,1981,40.6708
GBR,prod_occupato,1982,42.2426
GBR,prod_occupato,1983,44.2572
GBR,prod_occupato,1984,44.3732
GBR,prod_occupato,1985,45.7201
GBR,prod_occupato,1986,47.1021
GBR,prod_occupato,1987,48.3678
GBR,prod_occupato,1988,49.0512
GBR,prod_occupato,1989,49.1384
GBR,prod_occupato,1990,49.3427
GBR,prod_occupato,1991,50.3098
GBR,prod_occupato,1992,51.5013
GBR,prod_occupato,1993,53.2354
GBR,prod_occupato,1994,54.846
GBR,prod_occupato,1995,55.5504
GBR,prod_occupato,1996,56.4059
GBR,prod_occupato,1997,58.1708
GBR,prod_occupato,1998,59.4523
GBR,prod_occupato,1999,60.3613
GBR,prod_occupato,2000,62.3664
GBR,prod_occupato,2001,63.3319
GBR,prod_occupato,2002,63.8783
GBR,prod_occupato,2003,65.2821
GBR,prod_occupato,2004,66.0739
GBR,prod_occupato,2005,67.1652
GBR,prod_occupato,2006,67.9594
GBR,prod_occupato,2007,69.3838
GBR,prod_occupato,2008,68.7671
GBR,prod_occupato,2009,66.6776
GBR,prod_occupato,2010,68.0156
GBR,prod_occupato,2011,68.2499
GBR,prod_occupato,2012,68.5466
GBR,prod_occupato,2013,68.9182
GBR,prod_occupato,2014,69.453
GBR,prod_occupato,2015,69.732
GBR,prod_occupato,2016,70.2373
GBR,prod_occupato,2017,71.6501
GBR,prod_occupato,2018,71.9031
GBR,prod_occupato,2019,71.7542
GBR,prod_occupato,2020,65.2657
GBR,prod_occupato,2021,70.8492
GBR,prod_occupato,2022,73.5838
GBR,prod_occupato,2023,72.914
GBR,prod_occupato,2024,73.1228
GBR,prod_occupato,2025,72.9646
GBR,prod_occupato,2026,73.5947
GBR,prod_occupato,2027,74.2398
ISL,prod_occupato,1963,6177.7975
ISL,prod_occupato,1964,6316.2306
ISL,prod_occupato,1965,6479.3937
ISL,prod_occupato,1966,6870.287
ISL,prod_occupato,1967,6810.7884
ISL,prod_occupato,1968,6380.4014
ISL,prod_occupato,1969,6477.3325
ISL,prod_occupato,1970,6720.9072
ISL,prod_occupato,1971,7235.0193
ISL,prod_occupato,1972,7489.2024
ISL,prod_occupato,1973,7785.1283
ISL,prod_occupato,1974,7951.5912
ISL,prod_occupato,1975,7873.8774
ISL,prod_occupato,1976,8051.5224
ISL,prod_occupato,1977,8737.403
ISL,prod_occupato,1978,8994.3547
ISL,prod_occupato,1979,9336.3339
ISL,prod_occupato,1980,9556.4815
ISL,prod_occupato,1981,9510.0028
ISL,prod_occupato,1982,9424.8382
ISL,prod_occupato,1983,9181.1693
ISL,prod_occupato,1984,9425.838
ISL,prod_occupato,1985,9394.7886
ISL,prod_occupato,1986,9674.7371
ISL,prod_occupato,1987,9931.7091
ISL,prod_occupato,1988,10224.6332
ISL,prod_occupato,1989,10401.8207
ISL,prod_occupato,1990,10620.1708
ISL,prod_occupato,1991,10602.5434
ISL,prod_occupato,1992,10244.8249
ISL,prod_occupato,1993,10402.1805
ISL,prod_occupato,1994,10691.485
ISL,prod_occupato,1995,10394.456
ISL,prod_occupato,1996,10876.4966
ISL,prod_occupato,1997,11410.8795
ISL,prod_occupato,1998,11723.7248
ISL,prod_occupato,1999,11751.6478
ISL,prod_occupato,2000,12083.7329
ISL,prod_occupato,2001,12342.6766
ISL,prod_occupato,2002,12591.7542
ISL,prod_occupato,2003,12862.6018
ISL,prod_occupato,2004,13914.0117
ISL,prod_occupato,2005,14411.9834
ISL,prod_occupato,2006,14484.0697
ISL,prod_occupato,2007,15074.6547
ISL,prod_occupato,2008,15210.6904
ISL,prod_occupato,2009,15190.3246
ISL,prod_occupato,2010,15044.7674
ISL,prod_occupato,2011,15085.2861
ISL,prod_occupato,2012,14979.0564
ISL,prod_occupato,2013,15164.5507
ISL,prod_occupato,2014,15084.9145
ISL,prod_occupato,2015,15219.7908
ISL,prod_occupato,2016,15463.6662
ISL,prod_occupato,2017,15351.7431
ISL,prod_occupato,2018,15599.3513
ISL,prod_occupato,2019,15792.4949
ISL,prod_occupato,2020,15477.0334
ISL,prod_occupato,2021,16054.0096
ISL,prod_occupato,2022,16315.9046
ISL,prod_occupato,2023,16438.2964
ISL,prod_occupato,2024,15949.7719
ISL,prod_occupato,2025,15974.0364
ISL,prod_occupato,2026,16164.7141
ISL,prod_occupato,2027,16383.623
NOR,prod_occupato,1960,387.3109
NOR,prod_occupato,1961,407.0902
NOR,prod_occupato,1962,416.5415
NOR,prod_occupato,1963,430.4269
NOR,prod_occupato,1964,450.544
NOR,prod_occupato,1965,470.4821
NOR,prod_occupato,1966,485.8968
NOR,prod_occupato,1967,512.9996
NOR,prod_occupato,1968,523.9367
NOR,prod_occupato,1969,542.8543
NOR,prod_occupato,1970,544.5913
NOR,prod_occupato,1971,570.4384
NOR,prod_occupato,1972,593.6907
NOR,prod_occupato,1973,615.8857
NOR,prod_occupato,1974,631.9671
NOR,prod_occupato,1975,652.0479
NOR,prod_occupato,1976,667.2872
NOR,prod_occupato,1977,675.6128
NOR,prod_occupato,1978,689.2272
NOR,prod_occupato,1979,709.3124
NOR,prod_occupato,1980,723.4126
NOR,prod_occupato,1981,726.1427
NOR,prod_occupato,1982,727.5318
NOR,prod_occupato,1983,757.7492
NOR,prod_occupato,1984,797.672
NOR,prod_occupato,1985,819.5881
NOR,prod_occupato,1986,825.4647
NOR,prod_occupato,1987,822.9554
NOR,prod_occupato,1988,824.4857
NOR,prod_occupato,1989,857.1766
NOR,prod_occupato,1990,882.0846
NOR,prod_occupato,1991,915.8052
NOR,prod_occupato,1992,950.3212
NOR,prod_occupato,1993,969.9536
NOR,prod_occupato,1994,1005.0314
NOR,prod_occupato,1995,1024.9515
NOR,prod_occupato,1996,1053.919
NOR,prod_occupato,1997,1075.1562
NOR,prod_occupato,1998,1075.8709
NOR,prod_occupato,1999,1089.3156
NOR,prod_occupato,2000,1120.0083
NOR,prod_occupato,2001,1143.744
NOR,prod_occupato,2002,1159.9134
NOR,prod_occupato,2003,1189.58
NOR,prod_occupato,2004,1237.297
NOR,prod_occupato,2005,1259.1947
NOR,prod_occupato,2006,1253.3941
NOR,prod_occupato,2007,1247.2891
NOR,prod_occupato,2008,1217.9015
NOR,prod_occupato,2009,1202.9361
NOR,prod_occupato,2010,1216.9268
NOR,prod_occupato,2011,1216.1698
NOR,prod_occupato,2012,1225.4565
NOR,prod_occupato,2013,1226.6785
NOR,prod_occupato,2014,1240.329
NOR,prod_occupato,2015,1261.018
NOR,prod_occupato,2016,1273.5483
NOR,prod_occupato,2017,1292.8132
NOR,prod_occupato,2018,1285.6704
NOR,prod_occupato,2019,1284.3618
NOR,prod_occupato,2020,1285.8971
NOR,prod_occupato,2021,1324.9729
NOR,prod_occupato,2022,1327.8746
NOR,prod_occupato,2023,1316.8702
NOR,prod_occupato,2024,1326.6939
NOR,prod_occupato,2025,1332.1901
NOR,prod_occupato,2026,1344.2806
NOR,prod_occupato,2027,1351.4521
CHE,prod_occupato,1960,77.4116
CHE,prod_occupato,1961,80.1331
CHE,prod_occupato,1962,81.0523
CHE,prod_occupato,1963,83.7648
CHE,prod_occupato,1964,86.706
CHE,prod_occupato,1965,89.9541
CHE,prod_occupato,1966,92.4899
CHE,prod_occupato,1967,94.7622
CHE,prod_occupato,1968,97.6857
CHE,prod_occupato,1969,101.4656
CHE,prod_occupato,1970,106.4068
CHE,prod_occupato,1971,108.8047
CHE,prod_occupato,1972,110.7635
CHE,prod_occupato,1973,112.9575
CHE,prod_occupato,1974,114.7059
CHE,prod_occupato,1975,111.6726
CHE,prod_occupato,1976,112.9302
CHE,prod_occupato,1977,115.5265
CHE,prod_occupato,1978,114.9418
CHE,prod_occupato,1979,116.5536
CHE,prod_occupato,1980,119.3422
CHE,prod_occupato,1981,118.489
CHE,prod_occupato,1982,116.1148
CHE,prod_occupato,1983,116.2876
CHE,prod_occupato,1984,118.4163
CHE,prod_occupato,1985,120.5534
CHE,prod_occupato,1986,120.2359
CHE,prod_occupato,1987,119.2439
CHE,prod_occupato,1988,120.132
CHE,prod_occupato,1989,122.2358
CHE,prod_occupato,1990,122.8323
CHE,prod_occupato,1991,112.5324
CHE,prod_occupato,1992,114.1769
CHE,prod_occupato,1993,114.9994
CHE,prod_occupato,1994,117.2272
CHE,prod_occupato,1995,117.7495
CHE,prod_occupato,1996,118.7402
CHE,prod_occupato,1997,121.4079
CHE,prod_occupato,1998,123.1438
CHE,prod_occupato,1999,124.2017
CHE,prod_occupato,2000,127.4689
CHE,prod_occupato,2001,127.3796
CHE,prod_occupato,2002,126.9569
CHE,prod_occupato,2003,127.0493
CHE,prod_occupato,2004,129.9767
CHE,prod_occupato,2005,132.842
CHE,prod_occupato,2006,135.3854
CHE,prod_occupato,2007,137.2348
CHE,prod_occupato,2008,137.4196
CHE,prod_occupato,2009,134.132
CHE,prod_occupato,2010,138.1161
CHE,prod_occupato,2011,136.5305
CHE,prod_occupato,2012,135.6491
CHE,prod_occupato,2013,136.4895
CHE,prod_occupato,2014,137.3737
CHE,prod_occupato,2015,137.2695
CHE,prod_occupato,2016,137.975
CHE,prod_occupato,2017,138.6707
CHE,prod_occupato,2018,141.8137
CHE,prod_occupato,2019,142.3504
CHE,prod_occupato,2020,139.8395
CHE,prod_occupato,2021,147.5381
CHE,prod_occupato,2022,150.4875
CHE,prod_occupato,2023,148.3418
CHE,prod_occupato,2024,149.3251
CHE,prod_occupato,2025,150.6183
CHE,prod_occupato,2026,151.7846
CHE,prod_occupato,2027,152.7065
AUS,prod_occupato,1960,69.4376
AUS,prod_occupato,1961,70.1357
AUS,prod_occupato,1962,72.7488
AUS,prod_occupato,1963,75.6621
AUS,prod_occupato,1964,76.6408
AUS,prod_occupato,1965,76.0209
AUS,prod_occupato,1966,77.3965
AUS,prod_occupato,1967,79.4246
AUS,prod_occupato,1968,82.9206
AUS,prod_occupato,1969,86.6933
AUS,prod_occupato,1970,86.6574
AUS,prod_occupato,1971,88.1136
AUS,prod_occupato,1972,88.9594
AUS,prod_occupato,1973,90.0189
AUS,prod_occupato,1974,90.2073
AUS,prod_occupato,1975,92.7296
AUS,prod_occupato,1976,95.1432
AUS,prod_occupato,1977,94.444
AUS,prod_occupato,1978,98.1087
AUS,prod_occupato,1979,99.3583
AUS,prod_occupato,1980,99.8419
AUS,prod_occupato,1981,101.0791
AUS,prod_occupato,1982,98.8531
AUS,prod_occupato,1983,105.2232
AUS,prod_occupato,1984,107.5321
AUS,prod_occupato,1985,108.4538
AUS,prod_occupato,1986,108.5287
AUS,prod_occupato,1987,111.6095
AUS,prod_occupato,1988,111.0416
AUS,prod_occupato,1989,110.8169
AUS,prod_occupato,1990,111.2545
AUS,prod_occupato,1991,112.7952
AUS,prod_occupato,1992,118.201
AUS,prod_occupato,1993,122.6783
AUS,prod_occupato,1994,123.4969
AUS,prod_occupato,1995,123.484
AUS,prod_occupato,1996,126.6067
AUS,prod_occupato,1997,131.693
AUS,prod_occupato,1998,135.9846
AUS,prod_occupato,1999,138.7513
AUS,prod_occupato,2000,137.9224
AUS,prod_occupato,2001,141.338
AUS,prod_occupato,2002,142.8823
AUS,prod_occupato,2003,145.5628
AUS,prod_occupato,2004,147.8865
AUS,prod_occupato,2005,146.863
AUS,prod_occupato,2006,148.8774
AUS,prod_occupato,2007,149.5308
AUS,prod_occupato,2008,148.3543
AUS,prod_occupato,2009,150.51
AUS,prod_occupato,2010,151.0828
AUS,prod_occupato,2011,154.4408
AUS,prod_occupato,2012,156.5639
AUS,prod_occupato,2013,159.0513
AUS,prod_occupato,2014,160.9171
AUS,prod_occupato,2015,161.945
AUS,prod_occupato,2016,163.028
AUS,prod_occupato,2017,164.1902
AUS,prod_occupato,2018,163.4918
AUS,prod_occupato,2019,159.5016
AUS,prod_occupato,2020,165.916
AUS,prod_occupato,2021,167.1258
AUS,prod_occupato,2022,165.8585
AUS,prod_occupato,2023,162.5834
AUS,prod_occupato,2024,161.1451
AUS,prod_occupato,2025,161.989
CAN,prod_occupato,1960,58.2947
CAN,prod_occupato,1961,59.2243
CAN,prod_occupato,1962,61.5381
CAN,prod_occupato,1963,63.205
CAN,prod_occupato,1964,65.0388
CAN,prod_occupato,1965,66.8105
CAN,prod_occupato,1966,68.4005
CAN,prod_occupato,1967,68.4952
CAN,prod_occupato,1968,70.883
CAN,prod_occupato,1969,72.4369
CAN,prod_occupato,1970,73.5724
CAN,prod_occupato,1971,74.9873
CAN,prod_occupato,1972,77.2234
CAN,prod_occupato,1973,78.9162
CAN,prod_occupato,1974,78.9176
CAN,prod_occupato,1975,79.3213
CAN,prod_occupato,1976,82.9845
CAN,prod_occupato,1977,84.0361
CAN,prod_occupato,1978,84.9382
CAN,prod_occupato,1979,84.4192
CAN,prod_occupato,1980,83.5542
CAN,prod_occupato,1981,84.0089
CAN,prod_occupato,1982,84.1225
CAN,prod_occupato,1983,85.5711
CAN,prod_occupato,1984,88.3926
CAN,prod_occupato,1985,89.4539
CAN,prod_occupato,1986,88.7895
CAN,prod_occupato,1987,89.6873
CAN,prod_occupato,1988,90.6045
CAN,prod_occupato,1989,90.5492
CAN,prod_occupato,1990,90.2172
CAN,prod_occupato,1991,89.878
CAN,prod_occupato,1992,91.5749
CAN,prod_occupato,1993,93.2501
CAN,prod_occupato,1994,95.5767
CAN,prod_occupato,1995,96.6083
CAN,prod_occupato,1996,97.2367
CAN,prod_occupato,1997,99.4524
CAN,prod_occupato,1998,101.0492
CAN,prod_occupato,1999,103.5235
CAN,prod_occupato,2000,106.4139
CAN,prod_occupato,2001,107.4154
CAN,prod_occupato,2002,107.9783
CAN,prod_occupato,2003,107.5914
CAN,prod_occupato,2004,109.1256
CAN,prod_occupato,2005,110.935
CAN,prod_occupato,2006,112.1774
CAN,prod_occupato,2007,112.2308
CAN,prod_occupato,2008,111.7487
CAN,prod_occupato,2009,110.0883
CAN,prod_occupato,2010,111.0572
CAN,prod_occupato,2011,112.7267
CAN,prod_occupato,2012,113.2843
CAN,prod_occupato,2013,114.3625
CAN,prod_occupato,2014,117.3243
CAN,prod_occupato,2015,117.0362
CAN,prod_occupato,2016,117.279
CAN,prod_occupato,2017,118.1818
CAN,prod_occupato,2018,119.2035
CAN,prod_occupato,2019,118.8297
CAN,prod_occupato,2020,125.3339
CAN,prod_occupato,2021,122.665
CAN,prod_occupato,2022,122.5717
CAN,prod_occupato,2023,120.8906
CAN,prod_occupato,2024,121.1533
JPN,prod_occupato,1960,1451.4225
JPN,prod_occupato,1961,1601.0841
JPN,prod_occupato,1962,1716.5894
JPN,prod_occupato,1963,1851.5828
JPN,prod_occupato,1964,2032.1592
JPN,prod_occupato,1965,2113.3937
JPN,prod_occupato,1966,2283.1613
JPN,prod_occupato,1967,2488.2844
JPN,prod_occupato,1968,2738.9631
JPN,prod_occupato,1969,3043.2363
JPN,prod_occupato,1970,3320.5748
JPN,prod_occupato,1971,3442.0386
JPN,prod_occupato,1972,3712.3356
JPN,prod_occupato,1973,3921.9206
JPN,prod_occupato,1974,3890.23
JPN,prod_occupato,1975,4020.3855
JPN,prod_occupato,1976,4146.27
JPN,prod_occupato,1977,4276.9944
JPN,prod_occupato,1978,4458.9879
JPN,prod_occupato,1979,4655.6407
JPN,prod_occupato,1980,4753.9323
JPN,prod_occupato,1981,4915.0437
JPN,prod_occupato,1982,5039.8227
JPN,prod_occupato,1983,5116.6305
JPN,prod_occupato,1984,5326.8918
JPN,prod_occupato,1985,5633.727
JPN,prod_occupato,1986,5763.7554
JPN,prod_occupato,1987,5976.8201
JPN,prod_occupato,1988,6330.4663
JPN,prod_occupato,1989,6573.5565
JPN,prod_occupato,1990,6825.9443
JPN,prod_occupato,1991,6912.2952
JPN,prod_occupato,1992,6891.1474
JPN,prod_occupato,1993,6876.9079
JPN,prod_occupato,1994,6928.4894
JPN,prod_occupato,1995,7066.389
JPN,prod_occupato,1996,7276.4602
JPN,prod_occupato,1997,7322.957
JPN,prod_occupato,1998,7276.4726
JPN,prod_occupato,1999,7349.7037
JPN,prod_occupato,2000,7624.0889
JPN,prod_occupato,2001,7673.8585
JPN,prod_occupato,2002,7771.0847
JPN,prod_occupato,2003,7874.1903
JPN,prod_occupato,2004,7994.9292
JPN,prod_occupato,2005,8077.96
JPN,prod_occupato,2006,8145.9377
JPN,prod_occupato,2007,8221.4462
JPN,prod_occupato,2008,8138.0129
JPN,prod_occupato,2009,7744.1515
JPN,prod_occupato,2010,8075.0637
JPN,prod_occupato,2011,8084.2868
JPN,prod_occupato,2012,8275.4591
JPN,prod_occupato,2013,8406.4162
JPN,prod_occupato,2014,8448.085
JPN,prod_occupato,2015,8588.7282
JPN,prod_occupato,2016,8578.3099
JPN,prod_occupato,2017,8639.3642
JPN,prod_occupato,2018,8554.5957
JPN,prod_occupato,2019,8454.2211
JPN,prod_occupato,2020,8132.0085
JPN,prod_occupato,2021,8403.8414
JPN,prod_occupato,2022,8488.2776
JPN,prod_occupato,2023,8504.888
JPN,prod_occupato,2024,8432.4813
JPN,prod_occupato,2025,8473.4206
JPN,prod_occupato,2026,8514.9629
JPN,prod_occupato,2027,8547.9321
KOR,prod_occupato,1970,8237.9557
KOR,prod_occupato,1971,8805.4536
KOR,prod_occupato,1972,9046.8552
KOR,prod_occupato,1973,9859.8459
KOR,prod_occupato,1974,10344.8397
KOR,prod_occupato,1975,10898.2269
KOR,prod_occupato,1976,11622.3632
KOR,prod_occupato,1977,12648.475
KOR,prod_occupato,1978,13406.0411
KOR,prod_occupato,1979,14365.0086
KOR,prod_occupato,1980,14044.9676
KOR,prod_occupato,1981,14697.4824
KOR,prod_occupato,1982,15528.7439
KOR,prod_occupato,1983,17452.9593
KOR,prod_occupato,1984,19396.1604
KOR,prod_occupato,1985,20160.6953
KOR,prod_occupato,1986,21669.9076
KOR,prod_occupato,1987,23159.0128
KOR,prod_occupato,1988,25143.4624
KOR,prod_occupato,1989,25862.4372
KOR,prod_occupato,1990,27592.079
KOR,prod_occupato,1991,29682.9482
KOR,prod_occupato,1992,30921.8196
KOR,prod_occupato,1993,32659.6746
KOR,prod_occupato,1994,34574.5595
KOR,prod_occupato,1995,36843.3777
KOR,prod_occupato,1996,38909.3275
KOR,prod_occupato,1997,40602.9408
KOR,prod_occupato,1998,40997.3635
KOR,prod_occupato,1999,44898.361
KOR,prod_occupato,2000,46969.595
KOR,prod_occupato,2001,48230.9804
KOR,prod_occupato,2002,50572.47
KOR,prod_occupato,2003,52209.222
KOR,prod_occupato,2004,53842.425
KOR,prod_occupato,2005,55822.0577
KOR,prod_occupato,2006,57845.1706
KOR,prod_occupato,2007,60255.2088
KOR,prod_occupato,2008,61507.6426
KOR,prod_occupato,2009,62240.2016
KOR,prod_occupato,2010,65629.186
KOR,prod_occupato,2011,66679.8239
KOR,prod_occupato,2012,67205.0187
KOR,prod_occupato,2013,68471.4815
KOR,prod_occupato,2014,69041.2438
KOR,prod_occupato,2015,70296.0535
KOR,prod_occupato,2016,71890.0341
KOR,prod_occupato,2017,73479.7641
KOR,prod_occupato,2018,75538.5447
KOR,prod_occupato,2019,76429.795
KOR,prod_occupato,2020,76510.6879
KOR,prod_occupato,2021,78958.6291
KOR,prod_occupato,2022,78755.0651
KOR,prod_occupato,2023,78941.3259
NZL,prod_occupato,1960,64.7858
NZL,prod_occupato,1961,67.6257
NZL,prod_occupato,1962,67.8474
NZL,prod_occupato,1963,70.7021
NZL,prod_occupato,1964,72.0512
