paese,serie,anno,valore
NZL,prod_occupato,1965,74.0844
NZL,prod_occupato,1966,75.9515
NZL,prod_occupato,1967,70.675
NZL,prod_occupato,1968,71.7993
NZL,prod_occupato,1969,77.4006
NZL,prod_occupato,1970,74.1328
NZL,prod_occupato,1971,75.9625
NZL,prod_occupato,1972,78.9917
NZL,prod_occupato,1973,82.3469
NZL,prod_occupato,1974,83.5851
NZL,prod_occupato,1975,80.7296
NZL,prod_occupato,1976,80.1062
NZL,prod_occupato,1977,75.7971
NZL,prod_occupato,1978,76.4613
NZL,prod_occupato,1979,77.0954
NZL,prod_occupato,1980,78.1468
NZL,prod_occupato,1981,81.9128
NZL,prod_occupato,1982,81.332
NZL,prod_occupato,1983,85.0936
NZL,prod_occupato,1984,88.1384
NZL,prod_occupato,1985,86.4226
NZL,prod_occupato,1986,82.0348
NZL,prod_occupato,1987,82.8371
NZL,prod_occupato,1988,87.3295
NZL,prod_occupato,1989,90.0966
NZL,prod_occupato,1990,92.731
NZL,prod_occupato,1991,90.2577
NZL,prod_occupato,1992,94.0609
NZL,prod_occupato,1993,99.1384
NZL,prod_occupato,1994,99.7273
NZL,prod_occupato,1995,99.7805
NZL,prod_occupato,1996,99.7568
NZL,prod_occupato,1997,102.7804
NZL,prod_occupato,1998,101.4956
NZL,prod_occupato,1999,103.4823
NZL,prod_occupato,2000,106.0699
NZL,prod_occupato,2001,107.3652
NZL,prod_occupato,2002,109.5042
NZL,prod_occupato,2003,111.527
NZL,prod_occupato,2004,111.5183
NZL,prod_occupato,2005,110.3298
NZL,prod_occupato,2006,110.3772
NZL,prod_occupato,2007,113.2798
NZL,prod_occupato,2008,109.0785
NZL,prod_occupato,2009,113.5138
NZL,prod_occupato,2010,114.1018
NZL,prod_occupato,2011,115.2571
NZL,prod_occupato,2012,118.6031
NZL,prod_occupato,2013,118.4529
NZL,prod_occupato,2014,118.2881
NZL,prod_occupato,2015,120.1419
NZL,prod_occupato,2016,119.072
NZL,prod_occupato,2017,119.2065
NZL,prod_occupato,2018,120.7483
NZL,prod_occupato,2019,121.9422
NZL,prod_occupato,2020,120.8709
NZL,prod_occupato,2021,123.9966
NZL,prod_occupato,2022,126.9809
NZL,prod_occupato,2023,124.6726
NZL,prod_occupato,2024,124.0088
USA,prod_occupato,1960,50.7223
USA,prod_occupato,1961,52.0775
USA,prod_occupato,1962,54.4215
USA,prod_occupato,1963,56.7378
USA,prod_occupato,1964,58.5414
USA,prod_occupato,1965,60.5703
USA,prod_occupato,1966,62.0675
USA,prod_occupato,1967,62.331
USA,prod_occupato,1968,63.8876
USA,prod_occupato,1969,64.2413
USA,prod_occupato,1970,64.1793
USA,prod_occupato,1971,66.0379
USA,prod_occupato,1972,67.5688
USA,prod_occupato,1973,69.1268
USA,prod_occupato,1974,67.5007
USA,prod_occupato,1975,68.1502
USA,prod_occupato,1976,69.6363
USA,prod_occupato,1977,70.3959
USA,prod_occupato,1978,71.2834
USA,prod_occupato,1979,71.5509
USA,prod_occupato,1980,71.0125
USA,prod_occupato,1981,71.9854
USA,prod_occupato,1982,71.2248
USA,prod_occupato,1983,73.5266
USA,prod_occupato,1984,75.7755
USA,prod_occupato,1985,77.3671
USA,prod_occupato,1986,78.2805
USA,prod_occupato,1987,78.9714
USA,prod_occupato,1988,80.5319
USA,prod_occupato,1989,81.8521
USA,prod_occupato,1990,82.4446
USA,prod_occupato,1991,83.1291
USA,prod_occupato,1992,85.6254
USA,prod_occupato,1993,86.8478
USA,prod_occupato,1994,88.4427
USA,prod_occupato,1995,89.5798
USA,prod_occupato,1996,91.729
USA,prod_occupato,1997,93.7888
USA,prod_occupato,1998,96.6366
USA,prod_occupato,1999,99.4055
USA,prod_occupato,2000,101.4526
USA,prod_occupato,2001,102.664
USA,prod_occupato,2002,105.3031
USA,prod_occupato,2003,108.235
USA,prod_occupato,2004,111.2172
USA,prod_occupato,2005,113.5962
USA,prod_occupato,2006,114.7903
USA,prod_occupato,2007,116.0951
USA,prod_occupato,2008,116.9507
USA,prod_occupato,2009,119.0351
USA,prod_occupato,2010,123.0881
USA,prod_occupato,2011,123.8726
USA,prod_occupato,2012,124.3543
USA,prod_occupato,2013,124.8172
USA,prod_occupato,2014,125.4081
USA,prod_occupato,2015,126.2752
USA,prod_occupato,2016,126.4905
USA,prod_occupato,2017,127.8051
USA,prod_occupato,2018,129.455
USA,prod_occupato,2019,131.1775
USA,prod_occupato,2020,136.2959
USA,prod_occupato,2021,140.0298
USA,prod_occupato,2022,138.3445
USA,prod_occupato,2023,139.9423
USA,prod_occupato,2024,142.1629
USA,prod_occupato,2025,145.0123
USA,prod_occupato,2026,147.8699
USA,prod_occupato,2027,150.4566
